Material,Valuation area,Moving price,MovAvgPrice PP,MovAvgPrice PY,Standard price,Price unit,Total Stock,Total Value,Price control,Price_Change_PP,Price_Change_PY
110000003031,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003032,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003032,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003034,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003035,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003035,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003037,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003041,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003041,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003042,2017,127500.0,1.0,1.0,0.0,1,1.0,127500.0,V,12749900.0,12749900.0
110000003045,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003046,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003047,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003047,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003048,2009,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003049,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003049,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003049,2015,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003050,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003050,2008,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003050,2013,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003051,2001,0.01,0.01,0.01,0.0,1,0.0,0.0,V,0.0,0.0
110000003051,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003051,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003052,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003052,2014,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003056,2009,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003058,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003059,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003060,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003061,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003062,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003063,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003064,2011,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003068,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003068,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003069,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003069,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003070,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003071,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003073,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003074,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003074,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003076,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003078,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003079,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003081,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003082,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003084,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003085,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003086,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003087,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003090,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003090,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003090,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003091,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003092,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003092,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003095,2001,42.0,42.0,42.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003095,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003097,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003098,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003100,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003102,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003102,2009,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003106,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003107,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003107,2011,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003109,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003109,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003112,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003113,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003115,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003116,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003116,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003117,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003118,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003120,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003120,2001,0.01,0.01,0.01,0.0,1,0.0,0.0,V,0.0,0.0
110000003123,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003126,2001,0.01,0.01,0.01,0.0,1,0.0,0.0,V,0.0,0.0
110000003128,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003129,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003129,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003132,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003134,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003134,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003136,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003137,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003138,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003138,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003139,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003141,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003143,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003144,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003145,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003146,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003147,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003151,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003154,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003154,2008,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003154,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003157,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003162,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003164,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003167,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003168,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003169,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003169,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003173,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003173,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003174,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003175,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003175,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003176,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003179,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003181,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003182,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003183,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003183,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003184,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003184,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003188,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003189,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003192,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003196,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003198,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003198,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003202,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003202,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003202,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003205,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003205,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003206,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003208,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003210,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003210,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003211,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003212,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003215,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003215,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003215,2011,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003215,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003215,2015,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003219,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003226,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003229,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003231,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003231,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003232,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003233,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003233,2013,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003233,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003234,2015,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003235,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003236,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003236,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003239,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003239,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003240,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003240,2015,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003241,2013,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003241,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003242,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003242,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003245,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003245,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003247,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003248,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003248,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003249,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003249,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003249,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003250,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003252,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003252,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003253,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003255,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003256,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003263,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003263,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003266,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003266,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003267,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003268,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003269,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003270,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003273,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003273,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003273,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003275,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003275,2011,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003277,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003279,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003284,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003284,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003289,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003295,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003295,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003296,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003296,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003298,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003298,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003301,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003302,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003303,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003304,2001,0.01,0.01,0.01,0.0,1,0.0,0.0,V,0.0,0.0
110000003307,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003307,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003311,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003311,2008,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003312,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003312,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003312,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003313,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003314,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003314,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003315,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003315,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003315,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003318,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003320,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003320,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003322,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003323,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003325,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003328,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003329,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003334,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003335,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003337,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003337,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003338,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003343,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003343,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003344,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003345,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003345,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003347,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003349,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003349,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003350,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003352,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003352,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003352,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003356,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003356,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003356,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003357,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003358,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003358,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003358,2014,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003359,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003360,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003362,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003362,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003362,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003363,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003363,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003364,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003369,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003370,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003372,2013,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003373,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003373,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003374,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003374,2016,120.0,1.0,1.0,0.0,1,9790.0,1174800.0,V,11900.0,11900.0
110000003375,2001,0.01,0.01,0.01,0.0,1,0.0,0.0,V,0.0,0.0
110000003376,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003376,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003378,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003378,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003380,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003380,2013,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003380,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003381,2009,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003383,2013,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003385,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003385,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003386,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003387,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003388,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003389,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003390,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003390,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003390,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003391,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003391,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003393,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003394,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003394,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003396,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003396,2004,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003397,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003400,2006,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003402,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003407,2003,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003407,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003409,2008,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003411,2014,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003412,2014,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003414,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003414,2007,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003414,2009,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003414,2012,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003416,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003417,2015,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003417,2016,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003419,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003420,2000,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003420,2002,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003420,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003421,2005,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003421,2010,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003421,2017,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
110000003422,2011,1.0,1.0,1.0,0.0,1,0.0,0.0,V,0.0,0.0
