Sales document,Sales Document Item,Material,Material Group,Product hierarchy,Net Value,Order Quantity,Sales unit,Net Price
10000523,10,200100013650.0,B0003,,2197300.0,280.0,EA,21.5
10000523,20,200300013350.0,B0003,,684740.0,112.0,EA,18.25
10000524,12000,290000000012.0,S0016,,5438315.0,1.0,EA,5438315.0
10000524,13000,290000000012.0,S0016,,19034101.58,1.0,EA,19034101.58
10000524,14000,290000000012.0,S0016,,543831.47,1.0,EA,543831.47
10000524,15000,290000000012.0,S0016,,2719157.37,1.0,EA,2719157.37
10000524,16000,290000000012.0,S0016,,130882.08,1.0,EA,130882.08
10000524,17000,290000000012.0,S0016,,654410.44,1.0,EA,654410.44
10000524,18000,290000000012.0,S0016,,1570585.06,1.0,EA,1570585.06
10000524,19000,290000000012.0,S0016,,261764.17,1.0,EA,261764.17
10000524,20000,290000000012.0,S0016,,2617641.77,1.0,EA,2617641.77
10000524,21000,290000000012.0,S0016,,1308820.88,1.0,EA,1308820.88
10000524,22000,290000000012.0,S0016,,1963231.33,1.0,EA,1963231.33
10000524,23000,290000000012.0,S0016,,4362736.28,1.0,EA,4362736.28
10000524,24000,290000000012.0,S0016,,3272052.21,1.0,EA,3272052.21
10000525,1000,290000000011.0,S0016,,30714270.9,1.0,EA,30714270.9
10000525,2000,290000000013.0,S0016,,13163258.96,1.0,EA,13163258.96
10000526,10,200200211000.0,B0003,,35624.99,15.0,EA,2375.0
10000526,20,200300013300.0,B0003,,1686299.75,280.0,EA,6022.5
10000527,10,200300013250.0,B0003,,225387.28,38.0,EA,5931.24
10000527,20,200300013300.0,B0003,,168629.84,28.0,EA,6022.49
10000528,10,100200030003.0,R0002,,0.0,35.5,KG,0.0
10000528,20,100600010003.0,R0002,,0.0,5.6,KG,0.0
10000528,30,100400010013.0,E0004,,0.0,146.1,M2,0.0
10000528,40,100500010005.0,E0004,,0.0,147.75,M2,0.0
10000528,50,100700010001.0,S0017,,0.0,199.0,M2,0.0
10000528,60,101000060006.0,S0015,,0.0,60.0,EA,0.0
10000528,70,101500010005.0,F0010,,0.0,240.0,EA,0.0
10000528,80,100900030051.0,F0010,,0.0,120.0,EA,0.0
10000528,90,100900020019.0,F0010,,0.0,120.0,EA,0.0
10000529,10,202038003250.0,B0003,,498225.07,84.0,EA,5931.25
10000529,20,202038003300.0,B0003,,505890.08,84.0,EA,6022.5
10000529,30,200300013300.0,B0003,,674520.1,112.0,EA,6022.5
10000530,10,110000002582.0,O0001,,9844224.0,499200.0,EA,19.72
10000530,20,110000002582.0,O0001,,9764352.0,499200.0,EA,19.56
10000530,30,110000002582.0,O0001,,9764352.0,499200.0,EA,19.56
10000532,10,200300013300.0,B0003,,1665312.4,304.0,EA,16.6
10000533,20,200300013300.0,B0003,,180675.24,30.0,EA,6022.51
10000535,1000,290000000218.0,SERVICE,,3887934.73,1.0,EA,3887934.73
10000536,1000,290000000011.0,S0016,,2721554.36,1.0,EA,2721554.36
10000536,2000,290000000013.0,S0016,,1166380.44,1.0,EA,1166380.44
10000538,10,200300013300.0,B0003,,1881000.0,304.0,EA,18.75
10000539,10,202033903050.0,B0003,,0.0,1.0,EA,0.0
10000540,10,202038003150.0,B0003,,0.0,1.0,EA,0.0
10000541,10,202038003300.0,B0003,,0.0,2.0,EA,0.0
10000542,10,200300023250.0,B0003,,1761760.0,308.0,EA,17.6
10000543,10,200300013300.0,B0003,,0.0,2304.0,EA,0.0
10000544,10,200300073250.0,B0003,,0.0,4388.0,EA,0.0
10000545,10,200100083000.0,B0003,,111300.0,1400.0,EA,26.5
10000546,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
10000547,10,200300013350.0,B0003,,1561770.5,252.0,EA,18.5
10000548,20,200300013300.0,B0003,,337260.0,56.0,EA,6022.5
10000549,10,200300013300.0,B0003,,180180.0,28.0,EA,19.5
10000550,10,200199999999.0,B0003,,0.0,2.0,EA,0.0
10000550,20,200199999999.0,B0003,,0.0,2.0,EA,0.0
10000550,30,200199999999.0,B0003,,0.0,2.0,EA,0.0
10000550,40,200199999999.0,B0003,,0.0,2.0,EA,0.0
10000551,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
10000552,10,202038003250.0,B0003,,1826824.75,308.0,EA,5931.25
10000553,10,200300013350.0,B0003,,1369480.0,224.0,EA,6113.75
10000554,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
10000555,10,200300013300.0,B0003,,1686300.16,280.0,EA,6022.5
10000555,20,200300013350.0,B0003,,1027110.1,168.0,EA,6113.75
10000555,30,200100013650.0,B0003,,2636760.24,336.0,EA,7847.5
10000556,10,200400044000.0,B0003,,0.0,1.0,EA,0.0
10000556,20,200100043000.0,B0003,,0.0,5.0,EA,0.0
10000557,10,200300013300.0,B0003,,222750.5,36.0,EA,6187.51
10000558,10,200300013350.0,B0003,,95475.25,15.0,EA,19.0
10000559,10,202038003250.0,B0003,,664300.0,112.0,EA,5931.25
10000559,20,200100013650.0,B0003,,1318380.0,168.0,EA,7847.5
10000561,10,200100013650.0,B0003,,1318380.0,168.0,EA,7847.5
10000562,10,200300013250.0,B0003,,17300432.47,3077.0,EA,17.3
10000562,20,200300013300.0,B0003,,69193079.9,12120.0,EA,17.3
10000563,20,200300013300.0,B0003,,1011780.0,168.0,EA,18.25
10000563,30,200300013350.0,B0003,,684740.0,112.0,EA,18.25
10000564,10,200300013300.0,B0003,,674520.0,112.0,EA,6022.5
10000565,10,200300013300.0,B0003,,4120875.25,666.0,EA,18.75
10000566,10,200300013300.0,B0003,,1855920.0,304.0,EA,18.5
10000567,10,200300013300.0,B0003,,1011780.0,168.0,EA,18.25
10000569,10,200100013450.0,B0003,,1006020.0,144.0,EA,20.25
10000570,10,200400044000.0,B0003,,0.0,15.0,EA,0.0
10000570,20,200100043000.0,B0003,,0.0,5.0,EA,0.0
10000571,10,200100013450.0,B0003,,3226612.37,435.0,EA,7417.5
10000572,10,200300013300.0,B0003,,2866710.5,476.0,EA,6022.5
10000573,10,200300013300.0,B0003,,1538460.0,252.0,EA,18.5
10000574,10,200300013300.0,B0003,,2192190.0,364.0,EA,6022.5
10000574,20,200300013350.0,B0003,,342370.0,56.0,EA,6113.75
10000575,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
10000576,10,200300073300.0,B0003,,136620.0,1800.0,EA,23.0
10000577,10,202038003250.0,B0003,,166075.02,28.0,EA,5931.25
10000577,20,200100013650.0,B0003,,439460.06,56.0,EA,7847.5
10000577,30,200300013350.0,B0003,,1369480.17,224.0,EA,6113.75
10000578,10,200300013300.0,B0003,,3035340.0,504.0,EA,18.25
10000579,10,200200150200.0,B0003,,103329.58,206.0,EA,25.08
10000579,20,200200170400.0,B0003,,92639.98,100.0,EA,23.16
10000579,30,200200200750.0,B0003,,156224.97,100.0,EA,20.83
10000579,40,200200211100.0,B0003,,224399.95,100.0,EA,20.4
10000579,50,202030901500.0,B0003,,611999.86,200.0,EA,20.4
10000579,60,200200222000.0,B0003,,382599.92,100.0,EA,19.13
10000580,10,200300013300.0,B0003,,843150.28,140.0,EA,6022.5
10000580,20,200300013350.0,B0003,,684740.22,112.0,EA,6113.75
10000581,10,200300013300.0,B0003,,351120.0,56.0,EA,19.0
10000582,10,200300013350.0,B0003,,1214710.5,196.0,EA,18.5
10000583,10,200300013300.0,B0003,,1854930.13,308.0,EA,6022.5
10000583,20,202038003250.0,B0003,,1826825.12,308.0,EA,5931.25
10000584,10,200300013350.0,B0003,,1711850.25,280.0,EA,6113.75
10000584,20,200300013300.0,B0003,,1686300.25,280.0,EA,6022.5
10000585,30,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
10000586,10,200300013350.0,B0003,,942187.62,150.0,EA,18.75
10000587,10,200300013300.0,B0003,,2777775.25,455.0,EA,18.5
10000588,10,200300013300.0,B0003,,1874812.38,303.0,EA,18.75
10000589,10,200300013300.0,B0003,,927960.0,152.0,EA,18.5
10000590,10,200300013300.0,B0003,,97680.0,16.0,EA,18.5
10000591,10,200300013300.0,B0003,,1183643.8,196.0,EA,18.3
10000592,10,200100013650.0,B0003,,653058.17,84.0,EA,21.3
10000592,20,200300013300.0,B0003,,507276.13,84.0,EA,18.3
10000593,10,200300013300.0,B0003,,921855.25,151.0,EA,18.5
10000594,10,200300013300.0,B0003,,555555.25,91.0,EA,18.5
10000595,10,200100453700.0,B0003,,415154.0,3304.0,EA,33.96
10000596,10,200100453700.0,B0003,,415154.0,3304.0,EA,33.96
10000597,10,200300013300.0,B0003,,1180410.37,196.0,EA,6022.5
10000597,20,202038202700.0,B0003,,430920.13,84.0,EA,5130.0
10000598,10,200300013300.0,B0003,,280830.5,46.0,EA,18.5
10000599,10,200100013650.0,B0003,,1318380.0,168.0,EA,7847.5
10000600,20,200300013300.0,B0003,,337260.0,56.0,EA,6022.5
10000601,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
10000602,10,200300013250.0,B0003,,255937.12,42.0,EA,6093.74
10000603,20,202038003250.0,B0003,,1328600.0,224.0,EA,5931.25
10000604,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
10000604,20,202038202700.0,B0003,,287280.0,56.0,EA,5130.0
10000605,10,200300013300.0,B0003,,843149.87,140.0,EA,6022.5
10000605,20,200300013350.0,B0003,,684739.9,112.0,EA,6113.75
10000605,30,202038003250.0,B0003,,166074.98,28.0,EA,5931.25
10000606,10,200100013450.0,B0003,,0.0,1.0,EA,0.0
10000607,10,200300013350.0,B0003,,1027110.5,168.0,EA,6113.75
10000608,10,200300013300.0,B0003,,9765360.0,1644.0,EA,18.0
10000609,10,200300013300.0,B0003,,1880340.0,308.0,EA,18.5
10000610,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
10000611,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
10000612,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
10000613,10000,290000000012.0,S0016,,1359578.47,0.5,EA,2719156.94
10000613,11000,290000000012.0,S0016,,339894.49,0.05,EA,6797889.8
10000613,25000,290000000012.0,S0016,,8157471.82,1.0,EA,8157471.82
10000613,26000,290000000012.0,S0016,,130882.09,1.0,EA,130882.09
10000613,27000,290000000012.0,S0016,,1090684.05,1.0,EA,1090684.05
10000613,28000,290000000012.0,S0016,,1869744.08,1.0,EA,1869744.08
10000613,29000,290000000012.0,S0016,,934872.04,1.0,EA,934872.04
10000614,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
10000615,1000,290000000011.0,S0016,,9718189.35,1.0,EA,9718189.35
10000615,2000,290000000013.0,S0016,,4164938.31,1.0,EA,4164938.31
10000616,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
10000617,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
10000618,10,200100453700.0,B0003,,2440868.0,19460.0,EA,33.9
10000619,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
10000620,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
10000621,10,200100453650.0,B0003,,370863.0,3024.0,EA,122.64
10000623,10,200300013250.0,B0003,,3873610.5,718.0,EA,16.6
10000624,10,200300013300.0,B0003,,1972080.0,360.0,EA,16.6
10000625,10,200300013300.0,B0003,,674520.25,112.0,EA,6022.5
10000625,20,200100013650.0,B0003,,659190.25,84.0,EA,7847.5
10000626,10,200300013350.0,B0003,,513554.89,84.0,EA,6113.75
10000626,20,200100013650.0,B0003,,659189.86,84.0,EA,7847.5
10000627,10,200200200750.0,B0003,,15600.0,8.0,EA,26.0
10000628,10,200300013250.0,B0003,,3625440.0,672.0,EA,16.6
10000629,10,200300013300.0,B0003,,416327.6,76.0,EA,16.6
10000630,10,200300013300.0,B0003,,909348.01,166.0,EA,16.6
10000630,20,200300013250.0,B0003,,24897925.34,4615.0,EA,16.6
10000631,10,200300013300.0,B0003,,1183247.6,216.0,EA,16.6
10000632,10,200300013300.0,B0003,,20754360.0,3494.0,EA,18.0
10000632,20,200300013250.0,B0003,,2386800.0,408.0,EA,18.0
10000633,10,200300053250.0,B0003,,17300432.49,3077.0,EA,17.3
10000633,20,200300053300.0,B0003,,69204497.98,12122.0,EA,17.3
10000634,10,200100013650.0,B0003,,454790.5,56.0,EA,22.25
10000635,10,200100453650.0,B0003,,1407907.0,11480.0,EA,122.64
10000636,10,200100453600.0,B0003,,491098.0,4060.0,EA,33.6
10000637,10,200100453600.0,B0003,,491098.0,4060.0,EA,120.96
10000640,10,200300013250.0,B0003,,4720624.75,875.0,EA,16.6
10000641,10,200300013250.0,B0003,,3247790.5,602.0,EA,16.6
10000642,10,200300013300.0,B0003,,2098074.3,383.0,EA,16.6
10000643,10,200300013300.0,B0003,,49050012.4,8954.0,EA,16.6
10000644,10000,110000004441.0,M0005,,112950.09,23.0,EA,4910.87
10000644,11000,110000002677.0,E0003,,79556.2,1.0,EA,79556.2
10000644,12000,110000003499.0,E0003,,70716.62,3.0,EA,23572.21
10000645,2000,290000000218.0,SERVICE,,777587.35,1.0,EA,777587.35
10000646,1000,290000000011.0,S0016,,544310.74,1.0,EA,544310.74
10000646,2000,290000000013.0,S0016,,233276.02,1.0,EA,233276.02
10000647,10,200300013300.0,B0003,,2029103.8,336.0,EA,18.3
10000649,10,202038003250.0,B0003,,830374.84,140.0,EA,5931.25
10000649,20,200300013300.0,B0003,,505889.91,84.0,EA,6022.5
10000650,10,200100053400.0,B0003,,0.0,7405.0,EA,0.0
10000650,20,200100053450.0,B0003,,0.0,7255.0,EA,0.0
10000651,10,200300013350.0,B0003,,684739.85,112.0,EA,6113.75
10000651,20,200300013250.0,B0003,,498224.89,84.0,EA,5931.25
10000652,10,202038003300.0,B0003,,125400.0,20.0,EA,19.0
10000653,6000,110000003563.0,E0003,,5999.99,12.0,BAG,500.0
10000653,14000,110000003838.0,C0013,,11999.98,6.0,EA,2000.0
10000653,15000,110000003852.0,O0001,,100039.87,122.0,M2,820.0
10000653,17000,110000000149.0,O0001,,29999.96,1.0,EA,29999.96
10000654,1000,290000000011.0,S0016,,103628.3,1.0,EA,103628.3
10000654,2000,290000000013.0,S0016,,44412.14,1.0,EA,44412.14
10000655,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
10000656,10,200100453650.0,B0003,,497918.0,4060.0,EA,122.64
10000657,10,200100453700.0,B0003,,920154.0,7336.0,EA,33.9
10000658,10,200100453650.0,B0003,,1673392.0,13524.0,EA,123.73
10000660,10,200300013300.0,B0003,,1287330.5,235.0,EA,16.6
10000661,10,200300013250.0,B0003,,1328600.0,224.0,EA,18.25
10000661,20,200300013300.0,B0003,,1686300.0,280.0,EA,18.25
10000662,10,200300013350.0,B0003,,3081330.5,504.0,EA,18.25
10000663,10,200300013300.0,B0003,,26345087.74,4536.0,EA,17.6
10000663,20,200300013350.0,B0003,,14622079.86,2480.0,EA,17.6
10000664,10,200300013300.0,B0003,,13869503.8,2388.0,EA,17.6
10000665,10,200300013300.0,B0003,,9960720.0,1715.0,EA,17.6
10000666,10,200300013300.0,B0003,,16525080.0,2782.0,EA,18.0
10000667,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
10000669,10,200300013300.0,B0003,,4577100.0,760.0,EA,6022.5
10000670,10,200300013350.0,B0003,,360192.4,56.0,EA,19.2
10000671,10,200300013300.0,B0003,,9060480.0,1560.0,EA,17.6
10000672,10,200100453700.0,B0003,,818070.0,6600.0,EA,33.5
10000673,10,200100453700.0,B0003,,301920.0,2400.0,EA,34.0
10000674,10,200100453700.0,B0003,,301920.0,2400.0,EA,34.0
10000675,10,200100453700.0,B0003,,460872.0,3600.0,EA,34.6
10000676,10,200100453700.0,B0003,,459540.0,3600.0,EA,34.5
10000677,10,200100023700.0,B0003,,207570.0,1700.0,EA,33.0
10000678,10,200300013300.0,B0003,,1855920.0,304.0,EA,18.5
10000679,10,200300013300.0,B0003,,3035340.0,504.0,EA,18.25
10000680,10,200300013350.0,B0003,,342369.95,56.0,EA,6113.75
10000680,20,200300013300.0,B0003,,843149.87,140.0,EA,6022.5
10000680,30,202038003250.0,B0003,,498224.92,84.0,EA,5931.25
10000681,10,202038202700.0,B0003,,287280.0,56.0,EA,5130.0
10000682,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
10000683,20,202038202700.0,B0003,,287280.0,56.0,EA,5130.0
10000684,10,200300013300.0,B0003,,168630.03,28.0,EA,6022.5
10000684,20,202038003250.0,B0003,,1162525.22,196.0,EA,5931.25
10000685,10,200300082650.0,B0003,,0.0,6.0,EA,0.0
10000685,20,200300032675.0,B0003,,0.0,9.0,EA,0.0
10000685,30,200300092700.0,B0003,,0.0,7.0,EA,0.0
10000686,10,200300013300.0,B0003,,4621484.74,757.0,EA,18.5
10000689,30,200300013350.0,B0003,,3081330.5,504.0,EA,18.25
10000690,10,202038003250.0,B0003,,0.0,6.0,EA,0.0
10000692,10,200300013300.0,B0003,,843150.33,140.0,EA,6022.5
10000692,20,202038202700.0,B0003,,430920.17,84.0,EA,5130.0
10000693,10,200100013650.0,B0003,,2197300.0,280.0,EA,7847.5
10000694,10,200300073250.0,B0003,,0.0,4.0,EA,0.0
10000694,20,200199999999.0,B0003,,0.0,18.0,EA,0.0
10000695,10,200300013300.0,B0003,,674520.33,112.0,EA,6022.5
10000695,20,200300013350.0,B0003,,342370.17,56.0,EA,6113.75
10000696,10,200300013350.0,B0003,,1040577.14,167.0,EA,18.6
10000697,10,200300013350.0,B0003,,281232.38,46.0,EA,6113.75
10000697,20,202038003350.0,B0003,,427962.39,70.0,EA,6113.75
10000697,30,202038003300.0,B0003,,24089.99,4.0,EA,6022.5
10000698,10,200300453300.0,B0003,,813450.0,8500.0,EA,95.7
10000699,10,200300023300.0,B0003,,928290.0,9700.0,EA,29.0
10000699,20,200300023250.0,B0003,,226200.0,2400.0,EA,29.0
10000699,30,200300453300.0,B0003,,555060.0,5800.0,EA,95.7
10000700,10,200100453650.0,B0003,,1032585.0,8200.0,EA,34.5
10000700,20,200100453700.0,B0003,,1046730.0,8200.0,EA,34.5
10000701,10,200300013300.0,B0003,,4906440.0,826.0,EA,18.0
10000702,10,200300013300.0,B0003,,16525080.0,2782.0,EA,18.0
10000703,20,202038003250.0,B0003,,996450.5,168.0,EA,5931.25
10000704,10,200100013650.0,B0003,,957394.76,122.0,EA,7847.5
10000704,20,200300013300.0,B0003,,536002.36,89.0,EA,6022.5
10000705,6000,290000000251.0,SERVICE,,623820.41,0.3,M,2079401.37
10000705,10000,290000000022.0,SERVICE,,299999.94,0.3,AU,999999.8
10000705,11000,290000000270.0,SERVICE,,279999.95,0.4,AU,699999.88
10000706,1000,290000000012.0,S0016,,623820.3,1.0,EA,623820.3
10000707,1000,290000000012.0,S0016,,300000.0,1.0,EA,300000.0
10000708,1000,290000000012.0,S0016,,280000.0,1.0,EA,280000.0
10000709,7000,290000000250.0,SERVICE,,623321.89,0.7,AU,890459.84
10000709,8000,290000000251.0,SERVICE,,362719.94,500.0,M,725.44
10000709,9000,290000000251.0,SERVICE,,240999.96,500.0,M,482.0
10000709,10000,290000000251.0,SERVICE,,312714.95,500.0,M,625.43
10000709,11000,290000000251.0,SERVICE,,23500.0,500.0,M,47.0
10000710,10,200300013300.0,B0003,,463980.0,76.0,EA,18.5
10000711,20,202038003300.0,B0003,,638385.0,106.0,EA,6022.5
10000711,30,200300013300.0,B0003,,710655.0,118.0,EA,6022.5
10000712,10,200300013300.0,B0003,,337260.0,56.0,EA,6022.5
10000713,10,200300013350.0,B0003,,24455.24,4.0,EA,6113.81
10000714,1000,290000000276.0,SERVICE,,62500.0,25000.0,M,2.5
10000715,10,200100013450.0,B0003,,4202100.03,600.0,EA,20.3
10000716,10,200300013300.0,B0003,,3432824.75,570.0,EA,6022.5
10000717,12000,290000000241.0,SERVICE,,178091.96,0.3,AU,593639.87
10000717,13000,290000000290.0,SERVICE,,1038869.8,0.7,AU,1484099.71
10000717,14000,290000000229.0,SERVICE,,593639.88,1.0,AU,593639.88
10000718,13000,110000002322.0,M0003,,165742.02,3.0,EA,55247.34
10000718,14000,110000002322.0,M0003,,176791.47,3.0,EA,58930.49
10000718,15000,110000002322.0,M0003,,176791.47,3.0,EA,58930.49
10000718,16000,110000003730.0,E0003,,70716.58,3.0,EA,23572.19
10000719,10,200300013350.0,B0003,,376875.25,60.0,EA,6281.25
10000720,10,200300023300.0,B0003,,0.0,125000.0,EA,0.0
10000720,20,200300023250.0,B0003,,0.0,5000.0,EA,0.0
10000720,30,200300453300.0,B0003,,0.0,5800.0,EA,0.0
10000720,40,200300453300.0,B0003,,0.0,8500.0,EA,0.0
10000721,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
10000722,10,600476009378.0,P0001,,0.0,1.0,EA,0.0
10000723,10,202038202700.0,B0003,,143639.99,28.0,EA,5130.0
10000723,20,200300013300.0,B0003,,2421044.76,402.0,EA,6022.5
10000724,10,200300013250.0,B0003,,6221670.5,1032.0,EA,18.55
10000725,10,200100453600.0,B0003,,5036377.5,42075.0,EA,119.7
10000725,20,200100453650.0,B0003,,5106327.19,42075.0,EA,121.36
10000726,10,200100453700.0,B0003,,307248.0,2400.0,EA,34.6
10000727,10,200200170400.0,B0003,,96000.0,100.0,EA,24.0
10000727,20,200200190600.0,B0003,,69000.0,50.0,EA,23.0
10000727,30,200200200750.0,B0003,,45000.0,25.0,EA,24.0
10000728,10,200200211100.0,B0003,,134640.0,60.0,EA,20.4
10000729,10,200100123700.0,B0003,,23754.0,150.0,EA,42.8
10000730,10,200300013300.0,B0003,,674520.0,112.0,EA,6022.5
10000731,10,950000000007.0,S0013,,2128031.71,18000.0,KG,1182.24
10000731,20,950000000001.0,S0013,,551669.93,7000.0,KG,78.81
10000732,1000,290000000262.0,SERVICE,,285540.8,222.0,AU,1286.22
10000732,2000,290000000262.0,SERVICE,,818035.82,1378.0,AU,593.64
10000732,5000,290000000250.0,SERVICE,,890459.89,1.0,AU,890459.89
10000732,7000,290000000251.0,SERVICE,,192799.98,400.0,M,482.0
10000732,8000,290000000251.0,SERVICE,,312714.96,500.0,M,625.43
10000732,9000,290000000251.0,SERVICE,,23500.0,500.0,M,47.0
10000732,10000,290000000241.0,SERVICE,,474911.94,0.8,AU,593639.93
10000732,11000,290000000229.0,SERVICE,,593639.93,1.0,AU,593639.93
10000733,10,202038003300.0,B0003,,72270.01,12.0,EA,6022.5
10000733,20,200300013350.0,B0003,,1369480.2,224.0,EA,6113.75
10000733,30,200300013300.0,B0003,,1186432.67,197.0,EA,6022.5
10000734,1000,290000000263.0,SERVICE,,40625.93,222.0,AU,183.0
10000734,11000,290000000220.0,SERVICE,,47985.91,1.0,AU,47985.91
10000735,2000,110000003374.0,E0003,,785739.84,1.0,EA,785739.84
10000736,10,202030901500.0,B0003,,10912.38,3.0,EA,24.25
10000737,1000,290000000021.0,SERVICE,,37857.61,860.4,EA,44.0
10000737,2000,290000000276.0,SERVICE,,946000.13,22000.0,M,43.0
10000737,3000,290000000224.0,SERVICE,,84745.81,0.2,AU,423729.05
10000737,4000,290000000282.0,SERVICE,,338983.25,0.8,AU,423729.06
10000737,6000,290000000279.0,SERVICE,,711864.1,0.8,AU,889830.13
10000738,1000,290000000011.0,S0016,,2119450.46,1.0,EA,2119450.46
10000739,10,200300013350.0,B0003,,867650.5,140.0,EA,18.5
10000740,10,200300013300.0,B0003,,1349040.0,224.0,EA,6022.5
10000741,10,200100013650.0,B0003,,1065106.67,137.0,EA,21.3
10000742,10,200100013650.0,B0003,,8303.81,1.0,EA,8303.81
10000743,10,200300013300.0,B0003,,2383820.95,398.0,EA,18.15
10000744,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
10000745,10,200300013300.0,B0003,,461472.4,76.0,EA,18.4
10000746,10,202038202700.0,B0003,,143640.04,28.0,EA,5130.0
10000746,20,200300013300.0,B0003,,1517670.46,252.0,EA,6022.5
10000747,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
10000748,10,200300013300.0,B0003,,1144275.25,190.0,EA,6022.5
10000749,10,110000003454.0,O0001,,2149416.29,1.0,EA,2149416.29
10000749,20,110000003454.0,O0001,,2161216.47,1.0,EA,2161216.47
10000749,30,110000003454.0,O0001,,2188025.35,1.0,EA,2188025.35
10000749,40,110000003454.0,O0001,,2186878.75,1.0,EA,2186878.75
10000749,50,110000003454.0,O0001,,2184651.21,1.0,EA,2184651.21
10000749,60,110000003454.0,O0001,,2573135.93,1.0,EA,2573135.93
10000750,10,200300013350.0,B0003,,513555.16,84.0,EA,6113.75
10000750,20,202038202700.0,B0003,,287280.09,56.0,EA,5130.0
10000751,20,202038003250.0,B0003,,830375.25,140.0,EA,5931.25
10000752,10,200300013300.0,B0003,,1011780.0,168.0,EA,6022.5
10000753,10,200300013300.0,B0003,,1011780.0,168.0,EA,18.25
10000754,10,200300013250.0,B0003,,166075.24,28.0,EA,5931.26
10000755,10,202038003250.0,B0003,,505050.5,84.0,EA,18.5
10000756,10,200300013300.0,B0003,,1686300.0,280.0,EA,6022.5
10000757,10,200300013300.0,B0003,,337260.0,56.0,EA,6022.5
10000758,30000,290000000012.0,S0016,,311624.02,1.0,EA,311624.02
10000758,31000,290000000012.0,S0016,,779060.05,1.0,EA,779060.05
10000758,32000,290000000012.0,S0016,,20393684.11,1.0,EA,20393684.11
10000758,33000,290000000012.0,S0016,,2337180.16,1.0,EA,2337180.16
10000759,1000,290000000011.0,S0016,,16675083.75,1.0,EA,16675083.75
10000759,2000,290000000013.0,S0016,,7146464.47,1.0,EA,7146464.47
10000760,10,200300013300.0,B0003,,3035340.0,504.0,EA,18.25
10000761,10,200300013300.0,B0003,,843150.5,140.0,EA,6022.5
10000762,10,200300013300.0,B0003,,3721904.75,618.0,EA,6022.5
10000763,10,200300013350.0,B0003,,2225404.75,364.0,EA,6113.75
10000764,10,950000000053.0,S0013,,5610.2,3300.0,KG,1.7
10000765,10,200300013300.0,B0003,,843150.5,140.0,EA,6022.5
10000766,10,200300013300.0,B0003,,674520.0,112.0,EA,18.25
10000767,10,200300013300.0,B0003,,2047650.5,340.0,EA,6022.5
10000768,10,200300073250.0,B0003,,958636.19,5363.0,EA,178.75
10000769,10,200300013350.0,B0003,,1711850.5,280.0,EA,6113.75
10000770,10,200300013300.0,B0003,,2228324.75,365.0,EA,18.5
10000771,10,200100013450.0,B0003,,0.0,478.0,EA,0.0
10000772,1000,290000000320.0,S0016,,108.0,400.0,EA,0.27
10000772,2000,290000000322.0,S0016,,76.0,400.0,EA,0.19
10000773,10,200300013300.0,B0003,,1517670.5,252.0,EA,6022.5
10000774,10,200300013300.0,B0003,,1854930.5,308.0,EA,18.25
10000775,10,200300013350.0,B0003,,560923.8,91.0,EA,18.4
10000776,10,200300453300.0,B0003,,1236303.75,18275.0,EA,20.5
10000777,10,200300013300.0,B0003,,1855920.0,304.0,EA,18.5
10000778,30,200300013350.0,B0003,,1027110.5,168.0,EA,6113.75
10000779,10,200300013300.0,B0003,,337260.0,56.0,EA,6022.5
10000780,10,200300013350.0,B0003,,1883035.44,308.0,EA,6113.75
10000780,20,202038003250.0,B0003,,166075.04,28.0,EA,5931.25
10000781,10,600034000448.0,T0005,,0.0,300.0,EA,0.0
10000782,10,200300013300.0,B0003,,1686299.81,280.0,EA,6022.5
10000782,20,202038003250.0,B0003,,498224.94,84.0,EA,5931.25
10000783,10,200300013300.0,B0003,,1011780.0,168.0,EA,6022.5
10000784,10,200300013300.0,B0003,,313037.98,51.0,EA,18.6
10000784,20,200300013350.0,B0003,,1021883.92,164.0,EA,18.6
10000785,10,200300013300.0,B0003,,306900.0,50.0,EA,18.6
10000786,10,200300013300.0,B0003,,519750.5,84.0,EA,6187.51
10000787,10,200100053650.0,B0003,,439460.22,56.0,EA,7847.5
10000787,20,200100023450.0,B0003,,30015.02,4.0,EA,7503.76
