Billing Document,Item,Billed Quantity,Net Value,Sales document,Sales Document Item,Material
90000464,2,56.0,296604.0,5500000041.0,20,202038003300
90000464,3,192.0,1016928.0,5500000041.0,30,202038003300
90000464,4,28.0,148302.0,5500000041.0,40,202038003300
90000465,10,220.0,1343100.0,10000062.0,10,202038003300
90000465,11,84.0,512820.0,10000062.0,10,202038003300
90000466,1,504.0,2669436.0,5500000030.0,30,200300053300
90000467,1,504.0,2669436.0,5500000030.0,30,200300053300
90000468,10,504.0,2885652.4,10000069.0,10,200300053300
90000469,10,504.0,2885652.4,10000069.0,10,200300053300
90000470,1,504.0,2669436.0,5500000030.0,30,200300053300
90000471,10,504.0,2885652.4,10000069.0,10,200300053300
90000472,1,504.0,2669436.0,5500000036.0,10,202038003300
90000473,10,504.0,2853389.52,10000103.0,10,202038003300
90000474,1,504.0,2669436.0,5500000036.0,10,202038003300
90000475,10,504.0,2832429.52,10000102.0,10,202038003300
90000476,1,504.0,2669436.0,5500000036.0,10,202038003300
90000477,1,504.0,2669436.0,5500000036.0,10,202038003300
90000478,1,504.0,2669436.0,5500000036.0,10,202038003300
90000479,1,503.0,2664139.5,5500000035.0,10,202038003300
90000480,1,4.0,21186.0,5500000036.0,10,202038003300
90000481,10,504.0,2832429.52,10000104.0,10,202038003300
90000482,10,504.0,2832429.52,10000104.0,10,202038003300
90000483,10,504.0,2832429.52,10000104.0,10,202038003300
90000484,10,307.0,1725309.53,10000104.0,10,202038003300
90000485,10,196.0,1109651.18,10000105.0,10,202038003300
90000485,11,4.0,22645.94,10000105.0,10,202038003300
90000486,1,504.0,2669436.0,5500000035.0,10,202038003300
90000487,1,420.0,2224530.0,5500000035.0,10,202038003300
90000488,1,8.0,42372.0,5500000036.0,10,202038003300
90000489,1,504.0,2669436.0,5500000036.0,10,202038003300
90000490,10,504.0,2832429.52,10000102.0,10,202038003300
90000491,10,420.0,2360357.94,10000102.0,10,202038003300
90000491,11,8.0,44959.2,10000102.0,10,202038003300
90000492,10,504.0,2832429.52,10000102.0,10,202038003300
90000493,30,84.0,520590.0,10000122.0,30,202038003350
90000493,40,168.0,1025640.0,10000122.0,40,202038003300
90000493,41,28.0,173530.0,10000122.0,30,202038003350
90000494,20,84.0,505050.15,10000115.0,20,202038003250
90000494,30,196.0,1196580.35,10000115.0,30,202038003300
90000495,10,112.0,665280.0,10000120.0,10,202038003300
90000495,11,56.0,332640.0,10000120.0,10,202038003300
90000495,12,12.0,71280.0,10000120.0,10,202038003300
90000496,10,112.0,691600.0,10000114.0,10,202038003250
90000497,1,504.0,2669436.0,5500000030.0,30,200300053300
90000498,1,504.0,2669436.0,5500000029.0,40,200300053300
90000499,1,504.0,2669436.0,5500000029.0,40,200300053300
90000500,10,504.0,2885652.4,10000069.0,10,200300053300
90000501,10,504.0,2885652.4,10000069.0,10,200300053300
90000502,10,504.0,2885652.4,10000069.0,10,200300053300
90000503,10,224.0,1383200.0,10000114.0,10,202038003250
90000504,1000,3328.0,21960002.84,10000131.0,1000,110000004689
90000505,1,504.0,2669436.0,5500000030.0,30,200300053300
90000506,1,504.0,2669436.0,5500000030.0,30,200300053300
90000507,1,504.0,2669436.0,5500000030.0,30,200300053300
90000508,1,504.0,2669436.0,5500000030.0,30,200300053300
90000509,20,6.0,39600.0,10000108.0,20,202038003300
90000509,21,9.0,59400.0,10000108.0,20,202038003300
90000510,10,504.0,2885652.4,10000069.0,10,200300053300
90000511,10,504.0,2885652.4,10000069.0,10,200300053300
90000512,10,504.0,2885652.4,10000069.0,10,200300053300
90000513,10,504.0,2885652.4,10000069.0,10,200300053300
90000514,10,280.0,1709400.0,10000134.0,10,202038003300
90000515,16000,296.0,2757240.0,10000135.0,16000,110000004689
90000516,1,420.0,2224530.0,5500000050.0,10,202038003300
90000516,2,4.0,21186.0,5500000050.0,20,202038003300
90000517,10,420.0,2598750.0,10000087.0,10,202038003300
90000517,11,4.0,24750.0,10000087.0,10,202038003300
90000518,1,336.0,1779624.0,5500000034.0,30,202038003300
90000518,2,14.0,75274.5,5500000034.0,10,202038003350
90000519,20,336.0,2051279.76,10000081.0,20,202038003300
90000519,30,14.0,86764.99,10000081.0,30,202038003350
90000520,10,18.0,0.0,60000006.0,10,202038003250
90000521,1000,1.0,1930067.76,10000136.0,1000,290000000011
90000521,2000,1.0,827171.88,10000136.0,2000,290000000013
90000522,1,504.0,2628990.0,5500000030.0,10,200300053250
90000523,1,504.0,2628990.0,5500000030.0,10,200300053250
90000524,20,504.0,2841930.5,10000069.0,20,200300053250
90000525,20,504.0,2841930.5,10000069.0,20,200300053250
90000526,1,93.0,492574.5,5500000042.0,10,202038003300
90000527,10,93.0,583110.5,10000066.0,10,202038003300
90000528,1,476.0,2521134.0,5500000029.0,40,200300053300
90000529,10,476.0,2725338.1,10000069.0,10,200300053300
90000530,10,336.0,2051280.0,10000138.0,10,202038003300
90000531,20,56.0,341880.0,10000133.0,20,202038003300
90000531,21,28.0,170940.0,10000133.0,20,202038003300
90000532,1,476.0,2521134.0,5500000029.0,40,200300053300
90000533,10,476.0,2725338.1,10000069.0,10,200300053300
90000534,1,255.0,1350607.5,5500000036.0,10,202038003300
90000535,1,394.0,2086821.0,5500000036.0,10,202038003300
90000536,10,255.0,1443679.04,10000103.0,10,202038003300
90000537,10,394.0,2230625.7,10000103.0,10,202038003300
90000538,10,8.0,0.0,10000137.0,10,202038003250
90000538,11,10.0,0.0,10000137.0,10,202038003250
90000539,1,100.0,240750.0,5500000052.0,10,202030901500
90000540,1,5.0,25680.0,5500000040.0,10,200300013200
90000540,2,1.0,5136.0,5500000040.0,20,200300013200
90000540,3,2.0,10272.0,5500000040.0,30,202038003200
90000540,4,1.0,5216.25,5500000040.0,50,202038003250
90000540,5,1.0,5216.25,5500000040.0,60,202038003250
90000540,6,2.0,10352.25,5500000040.0,70,200300283225
90000540,7,2.0,10432.5,5500000040.0,80,200300283250
90000540,8,11.0,57378.75,5500000040.0,90,202035403250
90000540,9,1.0,5216.25,5500000040.0,100,200300283250
90000540,10,1.0,5055.75,5500000040.0,110,202034903150
90000540,11,1.0,5136.0,5500000040.0,120,202034903200
90000540,12,7.0,35952.0,5500000040.0,140,202034903200
90000540,13,1.0,5136.0,5500000040.0,150,202034903200
90000540,14,7.0,36232.88,5500000040.0,160,202034903225
90000540,15,9.0,46946.25,5500000040.0,180,202034903250
90000540,16,1.0,5216.25,5500000040.0,190,202034903250
90000540,17,15.0,77040.0,5500000040.0,130,202034903200
90000540,18,28.0,143808.0,5500000040.0,40,202038003200
90000540,19,28.0,143808.0,5500000040.0,130,202034903200
90000540,20,28.0,146055.0,5500000040.0,170,202034903250
90000540,21,1.0,5136.0,5500000040.0,200,200300013200
90000540,22,2.0,10272.0,5500000040.0,210,202038003200
90000540,23,2.0,10272.0,5500000040.0,220,200300013200
90000540,24,1.0,5136.0,5500000040.0,230,200300013200
90000540,25,84.0,431424.0,5500000040.0,240,202038003200
90000540,26,1.0,5055.75,5500000040.0,250,202038003150
90000540,27,1.0,5136.0,5500000040.0,260,202038003200
90000540,28,1.0,5136.0,5500000040.0,270,202038003200
90000540,29,1.0,5136.0,5500000040.0,280,202038003200
90000540,30,1.0,5136.0,5500000040.0,290,202038003200
90000540,31,3.0,15408.0,5500000040.0,300,202038003200
90000540,32,1.0,5136.0,5500000040.0,310,202038003200
90000540,33,1.0,5136.0,5500000040.0,320,202038003200
90000540,34,2.0,10272.0,5500000040.0,330,202038003200
90000540,35,1.0,5136.0,5500000040.0,340,202038003200
90000540,36,1.0,5136.0,5500000040.0,350,202038003200
90000540,37,1.0,5136.0,5500000040.0,360,202038003200
90000540,38,2.0,10352.25,5500000040.0,370,202038003225
90000540,39,6.0,31056.75,5500000040.0,380,200300283225
90000540,40,2.0,10352.25,5500000040.0,390,202038003225
90000540,41,1.0,5176.13,5500000040.0,400,202038003225
90000540,42,2.0,10432.5,5500000040.0,410,202038003250
90000540,43,1.0,5216.25,5500000040.0,420,202038003250
90000540,44,1.0,5216.25,5500000040.0,430,202038003250
90000540,45,1.0,5216.25,5500000040.0,440,202038003250
90000540,46,5.0,25880.63,5500000040.0,450,200300283225
90000540,47,1.0,5216.25,5500000040.0,460,200300283250
90000540,48,1.0,5216.25,5500000040.0,470,200300283250
90000541,10,5.0,27200.0,10000101.0,10,200300013200
90000541,20,1.0,5440.0,10000101.0,20,200300013200
90000541,30,2.0,10560.0,10000101.0,30,202038003200
90000541,40,28.0,152320.0,10000101.0,40,202038003200
90000541,50,1.0,5362.5,10000101.0,50,202038003250
90000541,60,1.0,5362.5,10000101.0,60,202038003250
90000541,70,2.0,10965.0,10000101.0,70,200300283225
90000541,80,2.0,10725.0,10000101.0,80,200300283250
90000541,90,11.0,58987.5,10000101.0,90,202035403250
90000541,100,1.0,5362.5,10000101.0,100,200300283250
90000541,110,1.0,5197.5,10000101.0,110,202034903150
90000541,120,1.0,5280.0,10000101.0,120,202034903200
90000541,130,43.0,220160.0,10000101.0,130,202034903200
90000541,140,7.0,35840.0,10000101.0,140,202034903200
90000541,150,1.0,5120.0,10000101.0,150,202034903200
90000541,160,7.0,36120.0,10000101.0,160,202034903225
90000541,170,28.0,150150.0,10000101.0,170,202034903250
90000541,180,9.0,48262.5,10000101.0,180,202034903250
90000541,190,1.0,5362.5,10000101.0,190,202034903250
90000541,200,1.0,5440.0,10000101.0,200,200300013200
90000541,210,2.0,10880.0,10000101.0,210,202038003200
90000541,220,2.0,10880.0,10000101.0,220,200300013200
90000541,230,1.0,5440.0,10000101.0,230,200300013200
90000541,240,84.0,456959.99,10000101.0,240,202038003200
90000541,250,1.0,5355.0,10000101.0,250,202038003150
90000541,260,1.0,5280.0,10000101.0,260,202038003200
90000541,270,1.0,5280.0,10000101.0,270,202038003200
90000541,280,1.0,5280.0,10000101.0,280,202038003200
90000541,290,1.0,5280.0,10000101.0,290,202038003200
90000541,300,3.0,15840.0,10000101.0,300,202038003200
90000541,310,1.0,5440.0,10000101.0,310,202038003200
90000541,320,1.0,5440.0,10000101.0,320,202038003200
90000541,330,2.0,10880.0,10000101.0,330,202038003200
90000541,340,1.0,5280.0,10000101.0,340,202038003200
90000541,350,1.0,5440.0,10000101.0,350,202038003200
90000541,360,1.0,5440.0,10000101.0,360,202038003200
90000541,370,2.0,10642.5,10000101.0,370,202038003225
90000541,380,6.0,32895.0,10000101.0,380,200300283225
90000541,390,2.0,10642.5,10000101.0,390,202038003225
90000541,400,1.0,5321.25,10000101.0,400,202038003225
90000541,410,2.0,10725.0,10000101.0,410,202038003250
90000541,420,1.0,5362.5,10000101.0,420,202038003250
90000541,430,1.0,5362.5,10000101.0,430,202038003250
90000541,440,1.0,5362.5,10000101.0,440,202038003250
90000541,450,5.0,27412.5,10000101.0,450,200300283225
90000541,460,1.0,5362.5,10000101.0,460,200300283250
90000541,470,1.0,5362.5,10000101.0,470,200300283250
90000542,10,100.0,300000.0,10000126.0,10,202030901500
90000543,20,112.0,683760.0,10000132.0,20,202038003300
90000543,21,56.0,341880.0,10000132.0,20,202038003300
90000544,1,84.0,438165.0,5500000030.0,10,200300053250
90000544,2,420.0,2224530.0,5500000030.0,30,200300053300
90000545,10,420.0,2404709.79,10000069.0,10,200300053300
90000545,20,84.0,473654.96,10000069.0,20,200300053250
90000546,1,392.0,2044770.0,5500000029.0,10,200300053250
90000546,2,28.0,146055.0,5500000029.0,20,200300053250
90000546,3,84.0,438165.0,5500000029.0,30,200300053250
90000547,1,504.0,2669436.0,5500000033.0,20,200300053300
90000548,1,504.0,2669436.0,5500000033.0,20,200300053300
90000549,1,504.0,2669436.0,5500000033.0,20,200300053300
90000550,1,504.0,2669436.0,5500000033.0,20,200300053300
90000551,1,504.0,2669436.0,5500000033.0,20,200300053300
90000552,20,392.0,2210390.39,10000069.0,20,200300053250
90000552,21,28.0,157885.03,10000069.0,20,200300053250
90000552,22,84.0,473655.08,10000069.0,20,200300053250
90000553,10,504.0,2885652.4,10000069.0,10,200300053300
90000554,10,504.0,2885652.4,10000069.0,10,200300053300
90000555,10,504.0,2885652.4,10000069.0,10,200300053300
90000556,10,504.0,2885652.4,10000069.0,10,200300053300
90000557,10,504.0,2885652.4,10000069.0,10,200300053300
90000558,1,75.0,385200.0,5500000061.0,10,200300073200
90000558,2,225.0,1155600.0,5500000061.0,20,200300073200
90000559,20,225.0,1368000.0,10000025.0,20,200300073200
90000559,21,75.0,456000.0,10000025.0,20,200300073200
90000560,20,112.0,683760.0,10000145.0,20,202038003300
90000560,21,168.0,1025640.0,10000145.0,20,202038003300
90000561,1,300.0,1540800.0,5500000061.0,10,200300073200
90000562,20,300.0,1824000.0,10000025.0,20,200300073200
90000563,1,504.0,2669436.0,5500000056.0,10,202038003300
90000564,20,138.0,855255.24,10000143.0,20,202038003350
90000565,1,56.0,292110.0,5500000004.0,20,200300053250
90000566,20,138.0,855255.24,10000143.0,20,202038003350
90000567,1,28.0,148302.0,5500000004.0,30,200300053300
90000567,2,28.0,148302.0,5500000004.0,40,200300053300
90000567,3,336.0,1779624.0,5500000004.0,50,200300053300
90000567,4,28.0,148302.0,5500000004.0,70,200300053300
90000567,5,28.0,148302.0,5500000004.0,80,200300053300
90000568,20,138.0,855255.25,10000143.0,20,202038003350
90000569,10,112.0,683760.0,10000142.0,10,202038003300
90000569,11,56.0,341880.0,10000142.0,10,202038003300
90000570,1,9.0,47668.5,5500000036.0,10,202038003300
90000570,2,336.0,1779624.0,5500000036.0,20,202038003300
90000571,10,0.0,0.0,10000103.0,10,202038003300
90000571,11,336.0,1902259.94,10000103.0,10,202038003300
90000571,12,9.0,50953.4,10000103.0,10,202038003300
90000572,1,364.0,1898715.0,5500000060.0,20,202038003250
90000573,10,56.0,351120.0,10000139.0,10,202038003300
90000573,11,4.0,25080.0,10000139.0,10,202038003300
90000574,20,364.0,2188550.5,10000130.0,20,202038003250
90000575,20,252.0,1571723.8,10000140.0,20,202038003300
90000576,20,224.0,1397087.6,10000140.0,20,202038003300
90000577,1,40.0,237540.0,5500000047.0,10,200100013700
90000577,2,476.0,2826726.0,5500000047.0,20,200100013700
90000578,10,476.0,4006730.46,10000119.0,10,200100013700
90000578,11,40.0,336700.04,10000119.0,10,200100013700
90000579,10,0.0,0.0,10000103.0,10,202038003300
90000579,11,336.0,1902259.94,10000103.0,10,202038003300
90000579,12,9.0,50953.4,10000103.0,10,202038003300
90000580,10,336.0,1902259.94,10000103.0,10,202038003300
90000580,11,9.0,50953.4,10000103.0,10,202038003300
90000581,1,515.0,2727697.5,5500000055.0,10,202038003300
90000582,10,515.0,3144075.25,10000127.0,10,202038003300
90000583,1,297.0,1573060.5,5500000060.0,10,202038003300
90000583,2,56.0,292110.0,5500000060.0,20,202038003250
90000585,1,504.0,2669436.0,5500000058.0,10,202038003300
90000586,1,504.0,2669436.0,5500000058.0,10,202038003300
90000587,1,476.0,2521134.0,5500000056.0,10,202038003300
90000587,2,28.0,148302.0,5500000056.0,20,202038003300
90000588,1,168.0,903294.0,5500000054.0,10,202038003350
90000588,2,336.0,1806588.0,5500000054.0,20,202038003350
90000589,1,224.0,1186416.0,5500000062.0,10,202038003300
90000589,2,28.0,148302.0,5500000062.0,20,202038003300
90000590,10,224.0,1411872.18,10000111.0,10,202038003300
90000590,11,28.0,176484.02,10000111.0,10,202038003300
90000591,1,2.0,4815.0,5500000072.0,10,200199999999
90000592,1,2.0,4815.0,5500000072.0,10,200199999999
90000593,1,2.0,4815.0,5500000072.0,10,200199999999
90000594,1,56.0,292110.0,5500000004.0,20,200300053250
90000595,1,28.0,148302.0,5500000004.0,30,200300053300
90000595,2,28.0,148302.0,5500000004.0,40,200300053300
90000595,3,336.0,1779624.0,5500000004.0,50,200300053300
90000595,4,28.0,148302.0,5500000004.0,70,200300053300
90000595,5,28.0,148302.0,5500000004.0,80,200300053300
90000596,1,278.0,1450117.5,5500000037.0,10,202038003250
90000596,2,224.0,1168440.0,5500000037.0,20,202038003250
90000596,3,28.0,146055.0,5500000037.0,40,202038003250
90000597,20,278.0,1644370.26,10000148.0,20,202038003250
90000597,21,224.0,1324960.21,10000148.0,20,202038003250
90000597,22,28.0,165620.03,10000148.0,20,202038003250
90000598,10,280.0,1683500.0,10000147.0,10,202038003250
90000599,10,56.0,336700.31,10000150.0,10,202038003250
90000599,11,28.0,168350.15,10000150.0,10,202038003250
90000599,12,8.0,48100.04,10000150.0,10,202038003250
90000600,1,504.0,2669436.0,5500000033.0,30,200300053300
90000601,1,504.0,2669436.0,5500000033.0,30,200300053300
90000602,1,504.0,2628990.0,5500000032.0,10,200300053250
90000603,1000,2.0,100000.0,10000160.0,1000,110000003580
90000603,2000,1.0,30000.0,10000160.0,2000,110000001658
90000603,6000,1.0,39210.0,10000160.0,6000,110000002107
90000603,7000,1.0,14290.0,10000160.0,7000,110000003573
90000604,1,504.0,2669436.0,5500000033.0,20,200300053300
90000605,10,504.0,2885652.4,10000069.0,10,200300053300
90000606,10,504.0,2885652.4,10000069.0,10,200300053300
90000607,20,504.0,2841930.5,10000069.0,20,200300053250
90000608,10,504.0,2885652.4,10000069.0,10,200300053300
90000609,10,280.0,1709400.0,10000156.0,10,202038003300
90000610,10,56.0,341880.0,10000156.0,10,202038003300
90000610,30,224.0,1346800.0,10000156.0,30,202038003250
90000611,10,112.0,673400.0,10000146.0,10,202038003250
90000611,20,112.0,694120.0,10000146.0,20,202038003350
90000611,30,56.0,341880.0,10000146.0,30,202038003300
90000611,40,25.0,60000.0,10000146.0,40,200200211000
90000612,1,364.0,1927926.0,5500000032.0,40,200300053300
90000612,2,140.0,741510.0,5500000032.0,50,200300053300
90000613,1,504.0,2669436.0,5500000033.0,20,200300053300
90000614,1,504.0,2669436.0,5500000033.0,20,200300053300
90000615,10,364.0,2084082.29,10000069.0,10,200300053300
90000615,11,140.0,801570.11,10000069.0,10,200300053300
90000616,10,504.0,2885652.4,10000069.0,10,200300053300
90000617,10,504.0,2885652.4,10000069.0,10,200300053300
90000618,20,224.0,1346800.0,10000152.0,20,202038003250
90000619,10,28.0,179725.08,10000166.0,10,202038003250
90000619,11,56.0,359450.17,10000166.0,10,202038003250
90000620,1,504.0,2669436.0,5500000057.0,10,202038003300
90000621,1000,61464.0,1536600.0,10000169.0,1000,110000003415
90000622,1,504.0,2669436.0,5500000057.0,10,202038003300
90000623,1,112.0,665112.0,5500000073.0,10,200100013700
90000623,2,392.0,2327892.0,5500000073.0,20,200100013700
90000624,1,420.0,2494170.0,5500000073.0,10,200100013700
90000624,2,84.0,498834.0,5500000073.0,20,200100013700
90000625,10,112.0,942760.0,10000119.0,10,200100013700
90000625,11,392.0,3299660.0,10000119.0,10,200100013700
90000626,10,420.0,3535350.0,10000119.0,10,200100013700
90000626,11,84.0,707070.0,10000119.0,10,200100013700
90000627,10,168.0,997920.0,10000149.0,10,202038003300
90000628,10,56.0,332640.0,10000149.0,10,202038003300
90000628,11,4.0,23760.0,10000149.0,10,202038003300
90000629,10,13.0,77220.0,10000167.0,10,202038003300
90000630,10,18.0,111555.24,10000164.0,10,202038003350
90000631,1000,1.0,1536600.0,10000171.0,1000,290000000012
90000632,1000,10752.0,913919.79,10000172.0,1000,290000000021
90000632,2000,10176.0,864959.81,10000172.0,2000,290000000021
90000633,1,448.0,2372832.0,5500000068.0,30,202038003300
90000633,2,56.0,296604.0,5500000068.0,40,202038003300
90000635,1,140.0,741510.0,5500000068.0,30,202038003300
90000635,2,196.0,1038114.0,5500000068.0,40,202038003300
90000637,1,5.0,27285.0,5500000059.0,10,200100013400
90000637,2,23.0,125511.0,5500000059.0,20,200100013400
90000637,3,112.0,611184.0,5500000059.0,30,200100013400
90000637,4,28.0,152796.0,5500000059.0,40,200100013400
90000638,1000,1.0,40000.0,10000175.0,1000,290000000012
90000639,4000,1.0,40000.0,10000176.0,4000,280000000006
90000640,1,504.0,2750328.0,5500000065.0,10,200100013400
90000641,1000,1.0,40000.0,10000177.0,1000,290000000012
90000642,20,504.0,3427200.0,10000144.0,20,200100013400
90000643,5000,1.0,100000.0,10000178.0,5000,280000000093
90000644,1000,1.0,100000.0,10000179.0,1000,290000000012
90000645,1,112.0,584220.0,5500000037.0,10,202038003250
90000645,2,140.0,730275.0,5500000037.0,20,202038003250
90000645,3,28.0,146055.0,5500000037.0,30,202038003250
90000646,20,140.0,828100.0,10000148.0,20,202038003250
90000646,21,112.0,662480.0,10000148.0,20,202038003250
90000646,22,28.0,165620.0,10000148.0,20,202038003250
90000647,10,196.0,1212750.32,10000165.0,10,202038003300
90000647,11,112.0,693000.18,10000165.0,10,202038003300
90000648,10,28.0,166320.0,10000154.0,10,202038003300
90000648,11,196.0,1164240.0,10000154.0,10,202038003300
90000648,12,56.0,332640.0,10000154.0,10,202038003300
90000649,1,56.0,292110.0,5500000004.0,20,200300053250
90000650,1,28.0,148302.0,5500000004.0,30,200300053300
90000650,2,28.0,148302.0,5500000004.0,40,200300053300
90000650,3,336.0,1779624.0,5500000004.0,50,200300053300
90000650,4,28.0,148302.0,5500000004.0,70,200300053300
90000650,5,28.0,148302.0,5500000004.0,80,200300053300
90000651,60,56.0,315770.03,10000018.0,60,200300053250
90000651,61,28.0,160314.02,10000018.0,50,200300053300
90000651,62,28.0,160314.02,10000018.0,50,200300053300
90000651,63,336.0,1923768.19,10000018.0,50,200300053300
90000651,64,28.0,160314.02,10000018.0,50,200300053300
90000651,65,28.0,160314.02,10000018.0,50,200300053300
90000652,1,420.0,2224530.0,5500000070.0,10,202038003300
90000653,8000,850.0,440580.52,10000181.0,8000,290000000022
90000653,10000,350.0,392248.52,10000181.0,10000,280000000033
90000653,11000,350.0,588371.02,10000181.0,11000,280000000033
90000653,12000,436.0,488629.58,10000181.0,12000,280000000033
90000655,1,8.0,46866.0,5500000067.0,10,200199999999
90000655,2,8.0,42372.0,5500000067.0,20,200399999999
90000655,3,18.0,111226.5,5500000067.0,40,200199999999
90000656,1,336.0,1779624.0,5500000071.0,10,202038003300
90000657,1,151.0,824007.0,5500000064.0,10,200100013400
90000658,10,151.0,1039635.25,10000161.0,10,200100013400
90000659,1000,400.0,1961243.88,10000184.0,1000,280000000034
90000659,2000,500.0,1307494.92,10000184.0,2000,280000000051
90000659,3000,650.0,449214.97,10000184.0,3000,290000000022
90000659,4000,650.0,561521.96,10000184.0,4000,290000000022
90000659,5000,650.0,898436.44,10000184.0,5000,290000000022
90000659,6000,650.0,336914.48,10000184.0,6000,290000000022
90000659,7000,300.0,336212.98,10000184.0,7000,280000000033
90000659,8000,300.0,504317.97,10000184.0,8000,280000000033
90000659,9000,300.0,336212.98,10000184.0,9000,280000000033
90000659,11000,0.6,168106.46,10000184.0,11000,280000000033
90000660,1000,1.0,6859677.06,10000186.0,1000,290000000012
90000661,12000,50.0,4669.54,10000187.0,12000,290000000021
90000661,13000,0.1,18678.64,10000187.0,13000,280000000059
90000661,14000,0.1,28017.96,10000187.0,14000,280000000012
90000662,1000,1.0,51366.16,10000188.0,1000,290000000012
90000663,1,280.0,1483020.0,5500000066.0,10,202038003300
90000664,10,280.0,1709400.0,10000185.0,10,202038003300
90000665,1,28.0,148302.0,5500000066.0,10,202038003300
90000666,10,28.0,170940.0,10000185.0,10,202038003300
90000667,1,28.0,148302.0,5500000066.0,10,202038003300
90000668,10,28.0,170940.0,10000185.0,10,202038003300
90000669,10,11.0,72600.16,10000189.0,10,202038003300
90000669,11,2.0,13200.03,10000189.0,10,202038003300
90000669,12,2.0,13200.03,10000189.0,10,202038003300
90000669,20,2.0,14835.03,10000189.0,20,200100013450
90000670,20,56.0,356440.0,10000162.0,20,202038003350
90000670,21,12.0,76380.0,10000162.0,20,202038003350
90000671,10,168.0,1023750.5,10000163.0,10,202038003250
90000672,20,112.0,683760.0,10000193.0,20,202038003300
90000673,10,280.0,1683500.0,10000195.0,10,202038003250
90000674,10,8.0,53600.0,10000196.0,10,202038003350
90000675,1,504.0,2669436.0,5500000033.0,20,200300053300
90000676,10,504.0,2885652.4,10000069.0,10,200300053300
90000677,1,504.0,2628990.0,5500000033.0,10,200300053250
90000678,20,504.0,2841930.5,10000069.0,20,200300053250
90000679,1,504.0,2669436.0,5500000058.0,10,202038003300
90000680,10,28.0,166320.0,10000154.0,10,202038003300
90000680,11,28.0,166320.0,10000154.0,10,202038003300
90000680,12,28.0,166320.0,10000154.0,10,202038003300
90000681,10,15.0,97500.0,10000201.0,10,202038003250
90000682,1,252.0,1314495.0,5500000032.0,10,200300053250
90000682,2,168.0,889812.0,5500000032.0,40,200300053300
90000682,3,84.0,444906.0,5500000032.0,50,200300053300
90000683,10,2.0,11880.0,10000153.0,10,202038003300
90000683,11,28.0,166320.0,10000153.0,10,202038003300
90000683,12,96.0,570240.0,10000153.0,10,202038003300
90000683,13,140.0,831600.0,10000153.0,10,202038003300
90000683,14,28.0,166320.0,10000153.0,10,202038003300
90000684,1,252.0,1314495.0,5500000033.0,10,200300053250
90000684,2,168.0,889812.0,5500000033.0,20,200300053300
90000684,3,84.0,444906.0,5500000033.0,30,200300053300
90000685,10,168.0,961884.15,10000069.0,10,200300053300
90000685,11,84.0,480942.08,10000069.0,10,200300053300
90000685,20,252.0,1420965.22,10000069.0,20,200300053250
90000686,10,168.0,961884.15,10000069.0,10,200300053300
90000686,11,84.0,480942.08,10000069.0,10,200300053300
90000686,20,252.0,1420965.22,10000069.0,20,200300053250
90000687,1,308.0,1631322.0,5500000032.0,50,200300053300
90000688,10,308.0,1763454.3,10000069.0,10,200300053300
90000689,1,308.0,1829058.0,5500000063.0,20,200100013700
90000690,1,168.0,997668.0,5500000047.0,10,200100013700
90000691,10,308.0,2592590.32,10000119.0,10,200100013700
90000691,11,168.0,1414140.18,10000119.0,10,200100013700
90000692,10,18.0,114570.5,10000205.0,10,202038003350
90000693,1,56.0,332556.0,5500000047.0,10,200100013700
90000694,1,242.0,1437117.0,5500000073.0,10,200100013700
90000695,10,56.0,471380.05,10000119.0,10,200100013700
90000695,11,242.0,2037035.2,10000119.0,10,200100013700
90000696,10,0.0,0.0,10000069.0,10,200300053300
90000697,20,0.0,0.0,10000148.0,20,202038003250
90000698,20,0.0,0.0,10000148.0,20,202038003250
90000699,10,152.0,940500.0,10000129.0,10,202038003300
90000700,10,0.0,0.0,10000119.0,10,200100013700
90000700,11,0.0,0.0,10000119.0,10,200100013700
90000701,10,0.0,0.0,10000103.0,10,202038003300
90000702,1,115.0,609097.5,5500000051.0,10,202038003300
90000702,2,7.0,37075.5,5500000051.0,20,202038003300
90000702,3,152.0,805068.0,5500000043.0,10,202038003300
90000703,10,140.0,867650.31,10000210.0,10,202038003350
90000703,20,84.0,512820.19,10000210.0,20,202038003300
90000704,10,28.0,173530.13,10000210.0,10,202038003350
90000704,20,84.0,512820.37,10000210.0,20,202038003300
90000705,20,84.0,505050.5,10000212.0,20,202038003250
90000706,20,112.0,673400.0,10000208.0,20,202038003250
90000707,10,0.0,0.0,10000069.0,10,200300053300
90000708,10,28.0,170940.0,10000209.0,10,202038003300
90000709,1,476.0,2521134.0,5500000074.0,10,200300013300
90000709,2,28.0,148302.0,5500000074.0,20,200300013300
90000710,1,504.0,2628990.0,5500000048.0,10,202038003250
90000711,10,135.0,220320.0,10000158.0,10,200200200800
90000712,1,504.0,2669436.0,5500000071.0,10,202038003300
90000713,1,115.0,609097.5,5500000051.0,10,202038003300
90000713,2,7.0,37075.5,5500000051.0,20,202038003300
90000713,3,152.0,805068.0,5500000043.0,10,202038003300
90000714,10,152.0,940500.0,10000129.0,10,202038003300
90000715,1,115.0,609097.5,5500000051.0,10,202038003300
90000715,2,7.0,37075.5,5500000051.0,20,202038003300
90000716,10,115.0,721050.0,10000128.0,10,202038003300
90000716,11,7.0,43890.0,10000128.0,10,202038003300
90000717,1,152.0,805068.0,5500000043.0,10,202038003300
