Material,Valuation area,Valuation Type,Del. flag val. type,Total Stock,Total Value,Price control,Moving price,Standard price,Price unit,Valuation Class,Value/mov. av. price,Tot.stock prev.per,Total value PP,Price control.1,MovAvgPrice PP,Standard price.1,Price unit PP,Valuation class,Value prev. period,Total stock PY,Total value PY,Price control.2,MovAvgPrice PY,Standard price.2,Price unit PY,Valuation class.1,Value previous year,Year current period,Current period,Valuation Category,Previous Price,Last Price Change,Future Price,Valid from,Time Stamp,Tax price 1,Commercial price 1,Tax price 3,Commercial price 3,Total val. YBL,Total stock in YBL,Total stock in PBL,Tot.val.per.bef.last,Future planned price,Planned price 1,Planned price 2,Planned price 3,Planned price date 1,Planned price date 2,Planned price date 3,Future cost est. pd,Curr. cost est. per.,Prev. cost est. per.,Future cost estimate,Current CostEstimate,PreviousCostEstimate,Overhead key,LIFO/FIFO-relevant,LIFO Pool,Commercial price 2,Tax price 2,Devaluation Ind.,Maintenance status,ProdCostEst.No.,Cost Estimate Number,Valuation Variant,Valuation Variant.1,Valuation Variant.2,Costing Version,Costing Version.1,Costing Version.2,Origin Group,Overhead Group,Posting Period,Current Period,Previous Period,Future Fiscal Year,Current Fiscal Year,Previous Fiscal Year,Cost Est. with Qty Structure,PreviousPlannedPrice,Mat. Ledger Active,Material Price Determination: Control,Current Planned Prc.,Total value at SP,Material origin,Phys. Inv. Block,Ph.inv. VO material,Date of Last Count,CC Phys. Inv. Ind.,Valuation margin,Fixed Current Plnd Price,Fixed Previous Plnd Price,"Future Plan Price, Fixed",Current Valuation Strategy,Previous Valuation Strategy,Future Valuation Strategy,VC: Sales order stk,Proj. stk val. class,Material Usage,Material origin.1,Produced in-house,Valuated UoM,Price unit.1,MBEWH rec. already exists for per. befor,VC: Spec. stk at vdr,MD Product valuation extension field ele,Prepaid Inventory
110000001504,2003,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100101064,100101065,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001505,2005,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100109216,100109217,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001506,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081422,100081423,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001506,2004,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100089066,100089067,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001507,2001,,,0.0,0.0,V,800000.0,0.0,1,1111,0.0,0,0.0,V,800000.0,0.0,1,1111,0.0,0,0.0,V,800000.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100017028,100017029,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001507,2004,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100089070,100089071,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001507,2005,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100109224,100109225,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001508,2017,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100122036,100122038,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001514,2000,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100072672,100072673,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001514,2011,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100148682,100148683,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001516,2013,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100137884,100137885,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001517,2005,,,120.0,528.0,V,4.4,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,11,,0.0,,0,,2019-03-06 04:36:41,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100109266,100109267,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001520,2003,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100101164,100101165,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001520,2004,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100089112,100089113,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001520,2006,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100112478,100112479,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001522,2006,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100112484,100112485,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001522,2015,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100141806,100141807,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001523,2001,,,0.0,0.0,V,7800.0,0.0,1,1111,0.0,0,0.0,V,7800.0,0.0,1,1111,0.0,0,0.0,V,7800.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100017060,100017061,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001523,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081484,100081485,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001525,2014,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100139080,100139081,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001526,2000,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100072696,100072697,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001527,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081500,100081501,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001527,2004,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100089136,100089137,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001528,2017,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100122286,100122287,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001531,2010,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100144508,100144509,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001533,2010,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100144520,100144521,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001534,1011,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,12,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,B,100233527,100233528,,,,0,0,0,,,0,0,0,,,,,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001535,2017,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100122372,100122373,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001536,2004,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100090134,100090135,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001537,1002,,,0.0,0.0,V,0.0,0.0,1,1111,0.0,0,0.0,V,0.0,0.0,1,1111,0.0,0,0.0,V,0.0,0.0,1,1111,0,2018,11,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,B,100229912,100229913,,,,0,0,0,,,0,0,0,,,,,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,1111.0,,,,,0,,,,
110000001538,2012,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100134164,100134165,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001541,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081532,100081533,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001541,2006,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100112558,100112559,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001541,2017,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100122450,100122451,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001542,2004,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100090156,100090157,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001544,2004,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100090164,100090165,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001547,2017,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100122528,100122529,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001549,2006,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100112588,100112589,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001552,2001,,,0.0,0.0,V,450.0,0.0,1,1111,0.0,0,0.0,V,450.0,0.0,1,1111,0.0,0,0.0,V,450.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100017118,100017119,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001552,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081554,100081555,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001556,2005,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100109428,100109429,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001557,2005,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100109432,100109433,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001558,2017,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100122686,100122687,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001559,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081568,100081569,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001560,2003,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100101410,100101411,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001561,2003,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100101416,100101417,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001563,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081576,100081577,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001567,2010,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2019,1,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,B,100253620,100253621,,,,0,0,0,,,0,0,0,,,,,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001570,2005,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100109486,100109487,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001571,2001,,,0.0,0.0,V,400.0,0.0,1,1111,0.0,0,0.0,V,400.0,0.0,1,1111,0.0,0,0.0,V,400.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100017156,100017157,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001573,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081596,100081597,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001575,2003,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100101502,100101503,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001578,2000,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100072800,100072801,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001579,2002,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100081608,100081609,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
110000001582,2017,,,0.0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0.0,0,0.0,V,1.0,0.0,1,1111,0,2018,6,,0.0,,0,,00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,0,0,0,,,,,,,0,0,0,BG,100123024,100123025,,,,0,0,0,,,0,0,0,,,,X,0.0,X,2.0,0.0,0,,,,,,0,0.0,0.0,0,,,,,,,,,,0,,,,
