Doc. Condition No.,ItemNo,Step Number,Counter,Condition Type,Calculation Type,Amount,Currency,Condition Unit,Value
1000014730,4,15,3,GPRO,A,0.0,,,0.0
1000014735,3,15,1,ZA00,A,0.0,,,0.0
1000014735,3,15,2,KZ01,A,0.0,,,0.0
1000014735,3,15,3,GPRO,A,0.0,,,0.0
1000014740,3,15,1,ZA00,A,0.0,,,0.0
1000014740,3,15,2,KZ01,A,0.0,,,0.0
1000014740,3,15,3,GPRO,A,0.0,,,0.0
1000014745,3,15,1,ZA00,A,0.0,,,0.0
1000014745,3,15,2,KZ01,A,0.0,,,0.0
1000014745,3,15,3,GPRO,A,0.0,,,0.0
1000014750,3,15,1,ZA00,A,0.0,,,0.0
1000014750,3,15,2,KZ01,A,0.0,,,0.0
1000014750,3,15,3,GPRO,A,0.0,,,0.0
1000014752,4,15,1,ZA00,A,0.0,,,0.0
1000014752,4,15,2,KZ01,A,0.0,,,0.0
1000014752,4,15,3,GPRO,A,0.0,,,0.0
1000014757,3,15,1,ZA00,A,0.0,,,0.0
1000014757,3,15,2,KZ01,A,0.0,,,0.0
1000014757,3,15,3,GPRO,A,0.0,,,0.0
1000014762,3,15,1,ZA00,A,0.0,,,0.0
1000014762,3,15,2,KZ01,A,0.0,,,0.0
1000014762,3,15,3,GPRO,A,0.0,,,0.0
1000014767,3,15,1,ZA00,A,0.0,,,0.0
1000014767,3,15,2,KZ01,A,0.0,,,0.0
1000014767,3,15,3,GPRO,A,0.0,,,0.0
1000014769,4,15,1,ZA00,A,0.0,,,0.0
1000014769,4,15,2,KZ01,A,0.0,,,0.0
1000014769,4,15,3,GPRO,A,0.0,,,0.0
1000014771,5,15,1,ZA00,A,0.0,,,0.0
1000014771,5,15,2,KZ01,A,0.0,,,0.0
1000014771,5,15,3,GPRO,A,0.0,,,0.0
1000014776,3,15,1,ZA00,A,0.0,,,0.0
1000014776,3,15,2,KZ01,A,0.0,,,0.0
1000014776,3,15,3,GPRO,A,0.0,,,0.0
1000014781,3,15,1,ZA00,A,0.0,,,0.0
1000014781,3,15,2,KZ01,A,0.0,,,0.0
1000014781,3,15,3,GPRO,A,0.0,,,0.0
1000014786,3,15,1,ZA00,A,0.0,,,0.0
1000014786,3,15,2,KZ01,A,0.0,,,0.0
1000014786,3,15,3,GPRO,A,0.0,,,0.0
1000014788,4,15,1,ZA00,A,0.0,,,0.0
1000014788,4,15,2,KZ01,A,0.0,,,0.0
1000014788,4,15,3,GPRO,A,0.0,,,0.0
1000014793,3,15,1,ZA00,A,0.0,,,0.0
1000014793,3,15,2,KZ01,A,0.0,,,0.0
1000014793,3,15,3,GPRO,A,0.0,,,0.0
1000014795,4,15,1,ZA00,A,0.0,,,0.0
1000014795,4,15,2,KZ01,A,0.0,,,0.0
1000014795,4,15,3,GPRO,A,0.0,,,0.0
1000014800,3,15,1,ZA00,A,0.0,,,0.0
1000014800,3,15,2,KZ01,A,0.0,,,0.0
1000014800,3,15,3,GPRO,A,0.0,,,0.0
1000014805,3,15,1,ZA00,A,0.0,,,0.0
1000014805,3,15,2,KZ01,A,0.0,,,0.0
1000014805,3,15,3,GPRO,A,0.0,,,0.0
1000014810,3,15,1,ZA00,A,0.0,,,0.0
1000014810,3,15,2,KZ01,A,0.0,,,0.0
1000014810,3,15,3,GPRO,A,0.0,,,0.0
1000014815,3,15,1,ZA00,A,0.0,,,0.0
1000014815,3,15,2,KZ01,A,0.0,,,0.0
1000014815,3,15,3,GPRO,A,0.0,,,0.0
1000014820,3,15,1,ZA00,A,0.0,,,0.0
1000014820,3,15,2,KZ01,A,0.0,,,0.0
1000014820,3,15,3,GPRO,A,0.0,,,0.0
1000014825,3,15,1,ZA00,A,0.0,,,0.0
1000014825,3,15,2,KZ01,A,0.0,,,0.0
1000014825,3,15,3,GPRO,A,0.0,,,0.0
1000014830,3,15,1,ZA00,A,0.0,,,0.0
1000014830,3,15,2,KZ01,A,0.0,,,0.0
1000014830,3,15,3,GPRO,A,0.0,,,0.0
1000014835,3,15,1,ZA00,A,0.0,,,0.0
1000014835,3,15,2,KZ01,A,0.0,,,0.0
1000014835,3,15,3,GPRO,A,0.0,,,0.0
1000014840,3,15,1,ZA00,A,0.0,,,0.0
1000014840,3,15,2,KZ01,A,0.0,,,0.0
1000014840,3,15,3,GPRO,A,0.0,,,0.0
1000014845,3,15,1,ZA00,A,0.0,,,0.0
1000014845,3,15,2,KZ01,A,0.0,,,0.0
1000014845,3,15,3,GPRO,A,0.0,,,0.0
1000014850,3,15,1,ZA00,A,0.0,,,0.0
1000014850,3,15,2,KZ01,A,0.0,,,0.0
1000014850,3,15,3,GPRO,A,0.0,,,0.0
1000014855,3,15,1,ZA00,A,0.0,,,0.0
1000014855,3,15,2,KZ01,A,0.0,,,0.0
1000014855,3,15,3,GPRO,A,0.0,,,0.0
1000014860,3,15,1,ZA00,A,0.0,,,0.0
1000014860,3,15,2,KZ01,A,0.0,,,0.0
1000014860,3,15,3,GPRO,A,0.0,,,0.0
1000014865,3,15,1,ZA00,A,0.0,,,0.0
1000014865,3,15,2,KZ01,A,0.0,,,0.0
1000014865,3,15,3,GPRO,A,0.0,,,0.0
1000014870,3,15,1,ZA00,A,0.0,,,0.0
1000014870,3,15,2,KZ01,A,0.0,,,0.0
1000014870,3,15,3,GPRO,A,0.0,,,0.0
1000014872,4,15,1,ZA00,A,0.0,,,0.0
1000014872,4,15,2,KZ01,A,0.0,,,0.0
1000014872,4,15,3,GPRO,A,0.0,,,0.0
1000014874,5,15,1,ZA00,A,0.0,,,0.0
1000014874,5,15,2,KZ01,A,0.0,,,0.0
1000014874,5,15,3,GPRO,A,0.0,,,0.0
1000014876,6,15,1,ZA00,A,0.0,,,0.0
1000014876,6,15,2,KZ01,A,0.0,,,0.0
1000014876,6,15,3,GPRO,A,0.0,,,0.0
1000014881,3,15,1,ZA00,A,0.0,,,0.0
1000014881,3,15,2,KZ01,A,0.0,,,0.0
1000014881,3,15,3,GPRO,A,0.0,,,0.0
1000014883,4,15,1,ZA00,A,0.0,,,0.0
1000014883,4,15,2,KZ01,A,0.0,,,0.0
1000014883,4,15,3,GPRO,A,0.0,,,0.0
1000014888,3,15,1,ZA00,A,0.0,,,0.0
1000014888,3,15,2,KZ01,A,0.0,,,0.0
1000014888,3,15,3,GPRO,A,0.0,,,0.0
1000014890,4,15,1,ZA00,A,0.0,,,0.0
1000014890,4,15,2,KZ01,A,0.0,,,0.0
1000014890,4,15,3,GPRO,A,0.0,,,0.0
1000014895,3,15,1,ZA00,A,0.0,,,0.0
1000014895,3,15,2,KZ01,A,0.0,,,0.0
1000014895,3,15,3,GPRO,A,0.0,,,0.0
1000014900,3,15,1,ZA00,A,0.0,,,0.0
1000014900,3,15,2,KZ01,A,0.0,,,0.0
1000014900,3,15,3,GPRO,A,0.0,,,0.0
1000014905,3,15,1,ZA00,A,0.0,,,0.0
1000014905,3,15,2,KZ01,A,0.0,,,0.0
1000014905,3,15,3,GPRO,A,0.0,,,0.0
1000014910,3,15,1,ZA00,A,0.0,,,0.0
1000014910,3,15,2,KZ01,A,0.0,,,0.0
1000014910,3,15,3,GPRO,A,0.0,,,0.0
1000014912,4,15,1,ZA00,A,0.0,,,0.0
1000014912,4,15,2,KZ01,A,0.0,,,0.0
1000014912,4,15,3,GPRO,A,0.0,,,0.0
1000014917,3,15,1,ZA00,A,0.0,,,0.0
1000014917,3,15,2,KZ01,A,0.0,,,0.0
1000014917,3,15,3,GPRO,A,0.0,,,0.0
1000014922,3,15,1,ZA00,A,0.0,,,0.0
1000014922,3,15,2,KZ01,A,0.0,,,0.0
1000014922,3,15,3,GPRO,A,0.0,,,0.0
1000014927,3,15,1,ZA00,A,0.0,,,0.0
1000014927,3,15,2,KZ01,A,0.0,,,0.0
1000014927,3,15,3,GPRO,A,0.0,,,0.0
1000014932,3,15,1,ZA00,A,0.0,,,0.0
1000014932,3,15,2,KZ01,A,0.0,,,0.0
1000014932,3,15,3,GPRO,A,0.0,,,0.0
1000014937,3,15,1,ZA00,A,0.0,,,0.0
1000014937,3,15,2,KZ01,A,0.0,,,0.0
1000014937,3,15,3,GPRO,A,0.0,,,0.0
1000014939,4,15,1,ZA00,A,0.0,,,0.0
1000014939,4,15,2,KZ01,A,0.0,,,0.0
1000014939,4,15,3,GPRO,A,0.0,,,0.0
1000014944,3,15,1,ZA00,A,0.0,,,0.0
1000014944,3,15,2,KZ01,A,0.0,,,0.0
1000014944,3,15,3,GPRO,A,0.0,,,0.0
1000014946,4,15,1,ZA00,A,0.0,,,0.0
1000014946,4,15,2,KZ01,A,0.0,,,0.0
1000014946,4,15,3,GPRO,A,0.0,,,0.0
1000014951,3,15,1,ZA00,A,0.0,,,0.0
1000014951,3,15,2,KZ01,A,0.0,,,0.0
1000014951,3,15,3,GPRO,A,0.0,,,0.0
1000014956,3,15,1,ZA00,A,0.0,,,0.0
1000014956,3,15,2,KZ01,A,0.0,,,0.0
1000014956,3,15,3,GPRO,A,0.0,,,0.0
1000014958,4,15,1,ZA00,A,0.0,,,0.0
1000014958,4,15,2,KZ01,A,0.0,,,0.0
1000014958,4,15,3,GPRO,A,0.0,,,0.0
1000014963,3,15,1,ZA00,A,0.0,,,0.0
1000014963,3,15,2,KZ01,A,0.0,,,0.0
1000014963,3,15,3,GPRO,A,0.0,,,0.0
1000014968,3,15,1,ZA00,A,0.0,,,0.0
1000014968,3,15,2,KZ01,A,0.0,,,0.0
1000014968,3,15,3,GPRO,A,0.0,,,0.0
1000014973,3,15,1,ZA00,A,0.0,,,0.0
1000014973,3,15,2,KZ01,A,0.0,,,0.0
1000014973,3,15,3,GPRO,A,0.0,,,0.0
1000014978,3,15,1,ZA00,A,0.0,,,0.0
1000014978,3,15,2,KZ01,A,0.0,,,0.0
1000014978,3,15,3,GPRO,A,0.0,,,0.0
1000014983,3,15,1,ZA00,A,0.0,,,0.0
1000014983,3,15,2,KZ01,A,0.0,,,0.0
1000014983,3,15,3,GPRO,A,0.0,,,0.0
1000014988,3,15,1,ZA00,A,0.0,,,0.0
1000014988,3,15,2,KZ01,A,0.0,,,0.0
1000014988,3,15,3,GPRO,A,0.0,,,0.0
1000014993,3,15,1,ZA00,A,0.0,,,0.0
1000014993,3,15,2,KZ01,A,0.0,,,0.0
1000014993,3,15,3,GPRO,A,0.0,,,0.0
1000014998,3,15,1,ZA00,A,0.0,,,0.0
1000014998,3,15,2,KZ01,A,0.0,,,0.0
1000014998,3,15,3,GPRO,A,0.0,,,0.0
1000015003,3,15,1,ZA00,A,0.0,,,0.0
1000015003,3,15,2,KZ01,A,0.0,,,0.0
1000015003,3,15,3,GPRO,A,0.0,,,0.0
1000015008,3,15,1,ZA00,A,0.0,,,0.0
1000015008,3,15,2,KZ01,A,0.0,,,0.0
1000015008,3,15,3,GPRO,A,0.0,,,0.0
1000015013,3,15,1,ZA00,A,0.0,,,0.0
1000015013,3,15,2,KZ01,A,0.0,,,0.0
1000015013,3,15,3,GPRO,A,0.0,,,0.0
1000015018,3,15,1,ZA00,A,0.0,,,0.0
1000015018,3,15,2,KZ01,A,0.0,,,0.0
1000015018,3,15,3,GPRO,A,0.0,,,0.0
1000015023,3,15,1,ZA00,A,0.0,,,0.0
1000015023,3,15,2,KZ01,A,0.0,,,0.0
1000015023,3,15,3,GPRO,A,0.0,,,0.0
1000015028,3,15,1,ZA00,A,0.0,,,0.0
1000015028,3,15,2,KZ01,A,0.0,,,0.0
1000015028,3,15,3,GPRO,A,0.0,,,0.0
1000015033,3,15,1,ZA00,A,0.0,,,0.0
1000015033,3,15,2,KZ01,A,0.0,,,0.0
1000015033,3,15,3,GPRO,A,0.0,,,0.0
1000015038,3,15,1,ZA00,A,0.0,,,0.0
1000015038,3,15,2,KZ01,A,0.0,,,0.0
1000015038,3,15,3,GPRO,A,0.0,,,0.0
1000015043,3,15,1,ZA00,A,0.0,,,0.0
1000015043,3,15,2,KZ01,A,0.0,,,0.0
1000015043,3,15,3,GPRO,A,0.0,,,0.0
1000015048,3,15,1,ZA00,A,0.0,,,0.0
1000015048,3,15,2,KZ01,A,0.0,,,0.0
1000015048,3,15,3,GPRO,A,0.0,,,0.0
1000015053,3,15,1,ZA00,A,0.0,,,0.0
1000015053,3,15,2,KZ01,A,0.0,,,0.0
1000015053,3,15,3,GPRO,A,0.0,,,0.0
1000015058,3,15,1,ZA00,A,0.0,,,0.0
1000015058,3,15,2,KZ01,A,0.0,,,0.0
1000015058,3,15,3,GPRO,A,0.0,,,0.0
1000015060,4,15,1,ZA00,A,0.0,,,0.0
1000015060,4,15,2,KZ01,A,0.0,,,0.0
1000015060,4,15,3,GPRO,A,0.0,,,0.0
1000015062,5,15,1,ZA00,A,0.0,,,0.0
1000015062,5,15,2,KZ01,A,0.0,,,0.0
1000015062,5,15,3,GPRO,A,0.0,,,0.0
1000015064,6,15,1,ZA00,A,0.0,,,0.0
1000015064,6,15,2,KZ01,A,0.0,,,0.0
1000015064,6,15,3,GPRO,A,0.0,,,0.0
1000015066,7,15,1,ZA00,A,0.0,,,0.0
1000015066,7,15,2,KZ01,A,0.0,,,0.0
1000015066,7,15,3,GPRO,A,0.0,,,0.0
1000015068,8,15,1,ZA00,A,0.0,,,0.0
1000015068,8,15,2,KZ01,A,0.0,,,0.0
1000015068,8,15,3,GPRO,A,0.0,,,0.0
1000015070,9,15,1,ZA00,A,0.0,,,0.0
1000015070,9,15,2,KZ01,A,0.0,,,0.0
1000015070,9,15,3,GPRO,A,0.0,,,0.0
1000015072,10,15,1,ZA00,A,0.0,,,0.0
1000015072,10,15,2,KZ01,A,0.0,,,0.0
1000015072,10,15,3,GPRO,A,0.0,,,0.0
1000015077,3,15,1,ZA00,A,0.0,,,0.0
1000015077,3,15,2,KZ01,A,0.0,,,0.0
1000015077,3,15,3,GPRO,A,0.0,,,0.0
1000015082,3,15,1,ZA00,A,0.0,,,0.0
1000015082,3,15,2,KZ01,A,0.0,,,0.0
1000015082,3,15,3,GPRO,A,0.0,,,0.0
1000015087,3,15,1,ZA00,A,0.0,,,0.0
1000015087,3,15,2,KZ01,A,0.0,,,0.0
1000015087,3,15,3,GPRO,A,0.0,,,0.0
1000015092,3,15,1,ZA00,A,0.0,,,0.0
1000015092,3,15,2,KZ01,A,0.0,,,0.0
1000015092,3,15,3,GPRO,A,0.0,,,0.0
1000015097,3,15,1,ZA00,A,0.0,,,0.0
1000015097,3,15,2,KZ01,A,0.0,,,0.0
1000015097,3,15,3,GPRO,A,0.0,,,0.0
1000015102,3,15,1,ZA00,A,0.0,,,0.0
1000015102,3,15,2,KZ01,A,0.0,,,0.0
1000015102,3,15,3,GPRO,A,0.0,,,0.0
1000015107,3,15,1,ZA00,A,0.0,,,0.0
1000015107,3,15,2,KZ01,A,0.0,,,0.0
1000015107,3,15,3,GPRO,A,0.0,,,0.0
1000015112,3,15,1,ZA00,A,0.0,,,0.0
1000015112,3,15,2,KZ01,A,0.0,,,0.0
1000015112,3,15,3,GPRO,A,0.0,,,0.0
1000015117,3,15,1,ZA00,A,0.0,,,0.0
1000015117,3,15,2,KZ01,A,0.0,,,0.0
1000015117,3,15,3,GPRO,A,0.0,,,0.0
1000015119,4,15,1,ZA00,A,0.0,,,0.0
1000015119,4,15,2,KZ01,A,0.0,,,0.0
1000015119,4,15,3,GPRO,A,0.0,,,0.0
1000015124,3,15,1,ZA00,A,0.0,,,0.0
1000015124,3,15,2,KZ01,A,0.0,,,0.0
1000015124,3,15,3,GPRO,A,0.0,,,0.0
1000015129,3,15,1,ZA00,A,0.0,,,0.0
1000015129,3,15,2,KZ01,A,0.0,,,0.0
1000015129,3,15,3,GPRO,A,0.0,,,0.0
1000015134,3,15,1,ZA00,A,0.0,,,0.0
1000015134,3,15,2,KZ01,A,0.0,,,0.0
1000015134,3,15,3,GPRO,A,0.0,,,0.0
1000015139,3,15,1,ZA00,A,0.0,,,0.0
1000015139,3,15,2,KZ01,A,0.0,,,0.0
1000015139,3,15,3,GPRO,A,0.0,,,0.0
1000015144,3,15,1,ZA00,A,0.0,,,0.0
1000015144,3,15,2,KZ01,A,0.0,,,0.0
1000015144,3,15,3,GPRO,A,0.0,,,0.0
1000015149,3,15,1,ZA00,A,0.0,,,0.0
1000015149,3,15,2,KZ01,A,0.0,,,0.0
1000015149,3,15,3,GPRO,A,0.0,,,0.0
1000015151,4,15,1,ZA00,A,0.0,,,0.0
1000015151,4,15,2,KZ01,A,0.0,,,0.0
1000015151,4,15,3,GPRO,A,0.0,,,0.0
1000015153,5,15,1,ZA00,A,0.0,,,0.0
1000015153,5,15,2,KZ01,A,0.0,,,0.0
1000015153,5,15,3,GPRO,A,0.0,,,0.0
1000015155,6,15,1,ZA00,A,0.0,,,0.0
1000015155,6,15,2,KZ01,A,0.0,,,0.0
1000015155,6,15,3,GPRO,A,0.0,,,0.0
1000015157,7,15,1,ZA00,A,0.0,,,0.0
1000015157,7,15,2,KZ01,A,0.0,,,0.0
1000015157,7,15,3,GPRO,A,0.0,,,0.0
1000015162,3,15,1,ZA00,A,0.0,,,0.0
1000015162,3,15,2,KZ01,A,0.0,,,0.0
1000015162,3,15,3,GPRO,A,0.0,,,0.0
1000015167,3,15,1,ZA00,A,0.0,,,0.0
1000015167,3,15,2,KZ01,A,0.0,,,0.0
1000015167,3,15,3,GPRO,A,0.0,,,0.0
1000015172,3,15,1,ZA00,A,0.0,,,0.0
1000015172,3,15,2,KZ01,A,0.0,,,0.0
1000015172,3,15,3,GPRO,A,0.0,,,0.0
1000015177,3,15,1,ZA00,A,0.0,,,0.0
1000015177,3,15,2,KZ01,A,0.0,,,0.0
1000015177,3,15,3,GPRO,A,0.0,,,0.0
1000015182,3,15,1,ZA00,A,0.0,,,0.0
1000015182,3,15,2,KZ01,A,0.0,,,0.0
1000015182,3,15,3,GPRO,A,0.0,,,0.0
1000015187,3,15,1,ZA00,A,0.0,,,0.0
1000015187,3,15,2,KZ01,A,0.0,,,0.0
1000015187,3,15,3,GPRO,A,0.0,,,0.0
1000015192,3,15,1,ZA00,A,0.0,,,0.0
1000015192,3,15,2,KZ01,A,0.0,,,0.0
1000015192,3,15,3,GPRO,A,0.0,,,0.0
1000015197,3,15,1,ZA00,A,0.0,,,0.0
1000015197,3,15,2,KZ01,A,0.0,,,0.0
1000015197,3,15,3,GPRO,A,0.0,,,0.0
1000015199,4,15,1,ZA00,A,0.0,,,0.0
1000015199,4,15,2,KZ01,A,0.0,,,0.0
1000015199,4,15,3,GPRO,A,0.0,,,0.0
1000015201,5,15,1,ZA00,A,0.0,,,0.0
1000015201,5,15,2,KZ01,A,0.0,,,0.0
1000015201,5,15,3,GPRO,A,0.0,,,0.0
1000015206,3,15,1,ZA00,A,0.0,,,0.0
1000015206,3,15,2,KZ01,A,0.0,,,0.0
1000015206,3,15,3,GPRO,A,0.0,,,0.0
1000015211,3,15,1,ZA00,A,0.0,,,0.0
1000015211,3,15,2,KZ01,A,0.0,,,0.0
1000015211,3,15,3,GPRO,A,0.0,,,0.0
1000015213,4,15,1,ZA00,A,0.0,,,0.0
1000015213,4,15,2,KZ01,A,0.0,,,0.0
1000015213,4,15,3,GPRO,A,0.0,,,0.0
1000015218,3,15,1,ZA00,A,0.0,,,0.0
1000015218,3,15,2,KZ01,A,0.0,,,0.0
1000015218,3,15,3,GPRO,A,0.0,,,0.0
1000015223,3,15,1,ZA00,A,0.0,,,0.0
1000015223,3,15,2,KZ01,A,0.0,,,0.0
1000015223,3,15,3,GPRO,A,0.0,,,0.0
1000015225,4,15,1,ZA00,A,0.0,,,0.0
1000015225,4,15,2,KZ01,A,0.0,,,0.0
1000015225,4,15,3,GPRO,A,0.0,,,0.0
1000015230,3,15,1,ZA00,A,0.0,,,0.0
1000015230,3,15,2,KZ01,A,0.0,,,0.0
1000015230,3,15,3,GPRO,A,0.0,,,0.0
1000015232,4,15,1,ZA00,A,0.0,,,0.0
1000015232,4,15,2,KZ01,A,0.0,,,0.0
1000015232,4,15,3,GPRO,A,0.0,,,0.0
1000015237,3,15,1,ZA00,A,0.0,,,0.0
1000015237,3,15,2,KZ01,A,0.0,,,0.0
1000015237,3,15,3,GPRO,A,0.0,,,0.0
1000015242,3,15,1,ZA00,A,0.0,,,0.0
1000015242,3,15,2,KZ01,A,0.0,,,0.0
1000015242,3,15,3,GPRO,A,0.0,,,0.0
1000015247,3,15,1,ZA00,A,0.0,,,0.0
1000015247,3,15,2,KZ01,A,0.0,,,0.0
1000015247,3,15,3,GPRO,A,0.0,,,0.0
1000015252,3,15,1,ZA00,A,0.0,,,0.0
1000015252,3,15,2,KZ01,A,0.0,,,0.0
1000015252,3,15,3,GPRO,A,0.0,,,0.0
1000015257,3,15,1,ZA00,A,0.0,,,0.0
1000015257,3,15,2,KZ01,A,0.0,,,0.0
1000015257,3,15,3,GPRO,A,0.0,,,0.0
1000015262,3,15,1,ZA00,A,0.0,,,0.0
1000015262,3,15,2,KZ01,A,0.0,,,0.0
1000015262,3,15,3,GPRO,A,0.0,,,0.0
1000015267,3,15,1,ZA00,A,0.0,,,0.0
1000015267,3,15,2,KZ01,A,0.0,,,0.0
1000015267,3,15,3,GPRO,A,0.0,,,0.0
1000015272,3,15,1,ZA00,A,0.0,,,0.0
1000015272,3,15,2,KZ01,A,0.0,,,0.0
1000015272,3,15,3,GPRO,A,0.0,,,0.0
1000015277,3,15,1,ZA00,A,0.0,,,0.0
1000015277,3,15,2,KZ01,A,0.0,,,0.0
1000015277,3,15,3,GPRO,A,0.0,,,0.0
1000015279,4,15,1,ZA00,A,0.0,,,0.0
1000015279,4,15,2,KZ01,A,0.0,,,0.0
1000015279,4,15,3,GPRO,A,0.0,,,0.0
1000015284,3,15,1,ZA00,A,0.0,,,0.0
1000015284,3,15,2,KZ01,A,0.0,,,0.0
1000015284,3,15,3,GPRO,A,0.0,,,0.0
1000015289,3,15,1,ZA00,A,0.0,,,0.0
1000015289,3,15,2,KZ01,A,0.0,,,0.0
1000015289,3,15,3,GPRO,A,0.0,,,0.0
1000015294,3,15,1,ZA00,A,0.0,,,0.0
1000015294,3,15,2,KZ01,A,0.0,,,0.0
1000015294,3,15,3,GPRO,A,0.0,,,0.0
1000015299,3,15,1,ZA00,A,0.0,,,0.0
1000015299,3,15,2,KZ01,A,0.0,,,0.0
1000015299,3,15,3,GPRO,A,0.0,,,0.0
1000015304,3,15,1,ZA00,A,0.0,,,0.0
1000015304,3,15,2,KZ01,A,0.0,,,0.0
1000015304,3,15,3,GPRO,A,0.0,,,0.0
1000015309,3,15,1,ZA00,A,0.0,,,0.0
1000015309,3,15,2,KZ01,A,0.0,,,0.0
1000015309,3,15,3,GPRO,A,0.0,,,0.0
1000015314,3,15,1,ZA00,A,0.0,,,0.0
1000015314,3,15,2,KZ01,A,0.0,,,0.0
1000015314,3,15,3,GPRO,A,0.0,,,0.0
1000015319,3,15,1,ZA00,A,0.0,,,0.0
1000015319,3,15,2,KZ01,A,0.0,,,0.0
1000015319,3,15,3,GPRO,A,0.0,,,0.0
1000015324,3,15,1,ZA00,A,0.0,,,0.0
1000015324,3,15,2,KZ01,A,0.0,,,0.0
1000015324,3,15,3,GPRO,A,0.0,,,0.0
1000015329,3,15,1,ZA00,A,0.0,,,0.0
1000015329,3,15,2,KZ01,A,0.0,,,0.0
1000015329,3,15,3,GPRO,A,0.0,,,0.0
1000015334,3,15,1,ZA00,A,0.0,,,0.0
1000015334,3,15,2,KZ01,A,0.0,,,0.0
1000015334,3,15,3,GPRO,A,0.0,,,0.0
1000015339,3,15,1,ZA00,A,0.0,,,0.0
1000015339,3,15,2,KZ01,A,0.0,,,0.0
1000015339,3,15,3,GPRO,A,0.0,,,0.0
1000015344,3,15,1,ZA00,A,0.0,,,0.0
1000015344,3,15,2,KZ01,A,0.0,,,0.0
1000015344,3,15,3,GPRO,A,0.0,,,0.0
1000015349,3,15,1,ZA00,A,0.0,,,0.0
1000015349,3,15,2,KZ01,A,0.0,,,0.0
1000015349,3,15,3,GPRO,A,0.0,,,0.0
1000015354,3,15,1,ZA00,A,0.0,,,0.0
1000015354,3,15,2,KZ01,A,0.0,,,0.0
1000015354,3,15,3,GPRO,A,0.0,,,0.0
1000015359,3,15,1,ZA00,A,0.0,,,0.0
1000015359,3,15,2,KZ01,A,0.0,,,0.0
1000015359,3,15,3,GPRO,A,0.0,,,0.0
1000015364,3,15,1,ZA00,A,0.0,,,0.0
1000015364,3,15,2,KZ01,A,0.0,,,0.0
1000015364,3,15,3,GPRO,A,0.0,,,0.0
1000015366,4,15,1,ZA00,A,0.0,,,0.0
1000015366,4,15,2,KZ01,A,0.0,,,0.0
1000015366,4,15,3,GPRO,A,0.0,,,0.0
1000015368,5,15,1,ZA00,A,0.0,,,0.0
1000015368,5,15,2,KZ01,A,0.0,,,0.0
1000015368,5,15,3,GPRO,A,0.0,,,0.0
1000015373,3,15,1,ZA00,A,0.0,,,0.0
1000015373,3,15,2,KZ01,A,0.0,,,0.0
1000015373,3,15,3,GPRO,A,0.0,,,0.0
1000015378,3,15,1,ZA00,A,0.0,,,0.0
1000015378,3,15,2,KZ01,A,0.0,,,0.0
1000015378,3,15,3,GPRO,A,0.0,,,0.0
1000015383,3,15,1,ZA00,A,0.0,,,0.0
1000015383,3,15,2,KZ01,A,0.0,,,0.0
1000015383,3,15,3,GPRO,A,0.0,,,0.0
1000015388,3,15,1,ZA00,A,0.0,,,0.0
1000015388,3,15,2,KZ01,A,0.0,,,0.0
1000015388,3,15,3,GPRO,A,0.0,,,0.0
1000015390,4,15,1,ZA00,A,0.0,,,0.0
1000015390,4,15,2,KZ01,A,0.0,,,0.0
1000015390,4,15,3,GPRO,A,0.0,,,0.0
1000015395,3,15,1,ZA00,A,0.0,,,0.0
1000015395,3,15,2,KZ01,A,0.0,,,0.0
1000015395,3,15,3,GPRO,A,0.0,,,0.0
1000015397,4,15,1,ZA00,A,0.0,,,0.0
1000015397,4,15,2,KZ01,A,0.0,,,0.0
1000015397,4,15,3,GPRO,A,0.0,,,0.0
1000015402,3,15,1,ZA00,A,0.0,,,0.0
1000015402,3,15,2,KZ01,A,0.0,,,0.0
1000015402,3,15,3,GPRO,A,0.0,,,0.0
1000015404,4,15,1,ZA00,A,0.0,,,0.0
1000015404,4,15,2,KZ01,A,0.0,,,0.0
1000015404,4,15,3,GPRO,A,0.0,,,0.0
1000015409,3,15,1,ZA00,A,0.0,,,0.0
1000015409,3,15,2,KZ01,A,0.0,,,0.0
1000015409,3,15,3,GPRO,A,0.0,,,0.0
1000015414,3,15,1,ZA00,A,0.0,,,0.0
1000015414,3,15,2,KZ01,A,0.0,,,0.0
1000015414,3,15,3,GPRO,A,0.0,,,0.0
1000015419,3,15,1,ZA00,A,0.0,,,0.0
1000015419,3,15,2,KZ01,A,0.0,,,0.0
1000015419,3,15,3,GPRO,A,0.0,,,0.0
1000015424,3,15,1,ZA00,A,0.0,,,0.0
1000015424,3,15,2,KZ01,A,0.0,,,0.0
1000015424,3,15,3,GPRO,A,0.0,,,0.0
1000015426,4,15,1,ZA00,A,0.0,,,0.0
1000015426,4,15,2,KZ01,A,0.0,,,0.0
1000015426,4,15,3,GPRO,A,0.0,,,0.0
1000015431,3,15,1,ZA00,A,0.0,,,0.0
1000015431,3,15,2,KZ01,A,0.0,,,0.0
1000015431,3,15,3,GPRO,A,0.0,,,0.0
1000015436,3,15,1,ZA00,A,0.0,,,0.0
1000015436,3,15,2,KZ01,A,0.0,,,0.0
1000015436,3,15,3,GPRO,A,0.0,,,0.0
1000015441,3,15,1,ZA00,A,0.0,,,0.0
1000015441,3,15,2,KZ01,A,0.0,,,0.0
1000015441,3,15,3,GPRO,A,0.0,,,0.0
1000015446,3,15,1,ZA00,A,0.0,,,0.0
1000015446,3,15,2,KZ01,A,0.0,,,0.0
