Sales document,Sales Document Item,Material,Material Group,Product hierarchy,Net Value,Order Quantity,Sales unit,Net Price,Created on,Sold-to Party,Billed Quantity,Net Value_billing,Moving price,MovAvgPrice PP,MovAvgPrice PY,Total Stock,Total Value,Year,Month,Quarter,Material_Avg_Price,Price_Ratio,Profit_Margin,Order_Count,Total_Revenue,Total_Qty,Customer_Segment,Volume_Segment,Seasonal_Flag
10000795,10,202038003300,B0003,,1815.25,10.0,EA,181.53,2019-05-14,1003371,,,5371.0,5567.0,5567.0,13.0,69822.98,2019,5,2,1641.343596214511,0.11059841487100512,-2858.7396022695975,5,1911525.75,334.0,0,0,0
10000799,10,200300013250,B0003,,42340.0,10.0,EA,4234.0,2019-05-16,1004167,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,5,2,905.7128504672896,4.674770814851008,-23.47779877184696,11,30161346.7,5409.0,0,0,0
10000800,10,200300013250,B0003,,65000.0,10.0,EA,20.0,2019-05-17,1004167,10.0,65000.0,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,5,2,905.7128504672896,0.022082053919938626,-26040.250000000004,11,30161346.7,5409.0,0,0,0
10000805,1000,110000002414,E0003,,2000.0,2.0,EA,1000.0,2021-03-09,1004145,,,1.0,1.0,1.0,0.0,0.0,2021,3,1,111844.68174603175,0.008940970499345892,99.9,238,1051772496.48,2006122.0,0,0,1
10000814,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000820,10,200300013300,B0003,,24750.5,5.0,EA,15.0,2019-06-11,1000125,,,5307.92,5307.92,5307.92,0.0,0.0,2019,6,2,2727.0462009803923,0.005500456865969999,-35286.13333333333,6,11297333.34,1026.0,0,0,0
10000824,10,110000000233,C0009,,100000.0,1.0,EA,100000.0,2019-06-19,1000125,1.0,100000.0,1.0,1.0,1.0,0.0,0.0,2019,6,2,25265.0,3.9580447259054026,99.99900000000001,6,11297333.34,1026.0,0,0,0
10000825,10,200100453650,B0003,,36.17,10.0,EA,0.01,2019-06-19,1000125,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,6,2,410.0697297297297,2.4386096497761093e-05,-82999900.0,6,11297333.34,1026.0,0,0,0
10000826,10,200100453650,B0003,,36.17,10.0,EA,0.01,2019-06-19,1000125,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,6,2,410.0697297297297,2.4386096497761093e-05,-82999900.0,6,11297333.34,1026.0,0,0,0
10000827,10,200300013250,B0003,,2087.62,10.0,EA,208.76,2019-06-21,1000011,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23049247881631937,-2404.3351216708184,10,140565476.6,22384.0,0,0,0
10000828,10,200300013250,B0003,,2087.62,10.0,EA,208.76,2019-06-21,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23049247881631937,-2404.3351216708184,71,4639158.54,13963.0,0,0,0
10000829,1000,200199904000,B0003,,3.8,1.0,EA,0.01,2019-06-24,1000174,1.0,3.8,4875.63,4875.63,4875.63,84.0,409552.92,2019,6,2,0.01,1.0,-48756200.0,1,3.8,1.0,0,0,0
10000831,10,200300013250,B0003,,2087.62,10.0,EA,208.76,2019-06-24,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23049247881631937,-2404.3351216708184,71,4639158.54,13963.0,0,0,0
10000832,10,200300013250,B0003,,20875.25,100.0,EA,208.75,2019-06-24,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23048143778935942,-2404.4550898203593,71,4639158.54,13963.0,0,0,0
10000833,10,200300013250,B0003,,2187.62,10.0,EA,218.76,2019-06-24,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.24153350577628868,-2289.8564637045165,71,4639158.54,13963.0,0,0,0
10000834,10,200300013250,B0003,,20875.25,100.0,EA,208.75,2019-06-24,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23048143778935942,-2404.4550898203593,71,4639158.54,13963.0,0,0,0
10000835,10,200300013250,B0003,,20875.25,100.0,EA,208.75,2019-06-25,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23048143778935942,-2404.4550898203593,71,4639158.54,13963.0,0,0,0
10000836,10,200300013250,B0003,,2087.62,10.0,EA,208.76,2019-06-25,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23049247881631937,-2404.3351216708184,71,4639158.54,13963.0,0,0,0
10000837,10,200300013250,B0003,,1043.81,5.0,EA,208.76,2019-06-25,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23049247881631937,-2404.3351216708184,71,4639158.54,13963.0,0,0,0
10000838,10,200300013250,B0003,,417.12,2.0,EA,208.56,2019-06-25,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23027165827712,-2406.736670502493,71,4639158.54,13963.0,0,0,0
10000839,10,200300013250,B0003,,417.12,2.0,EA,208.56,2019-06-25,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23027165827712,-2406.736670502493,71,4639158.54,13963.0,0,0,0
10000840,10,200300013250,B0003,,208.56,1.0,EA,208.56,2019-06-25,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23027165827712,-2406.736670502493,71,4639158.54,13963.0,0,0,0
10000841,10,200300013250,B0003,,208.56,1.0,EA,208.56,2019-06-25,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23027165827712,-2406.736670502493,71,4639158.54,13963.0,0,0,0
10000842,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000843,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000844,10,200300013250,B0003,,14300.0,80.0,EA,178.75,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19735835690945147,-2824.7832167832166,71,4639158.54,13963.0,0,0,0
10000845,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000846,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000847,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000849,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000850,10,200300013250,B0003,,33962.87,190.0,EA,178.75,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19735835690945147,-2824.7832167832166,71,4639158.54,13963.0,0,0,0
10000851,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000852,10,200300013250,B0003,,2087.62,10.0,EA,208.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23049247881631937,-2404.3351216708184,71,4639158.54,13963.0,0,0,0
10000853,10,200300013250,B0003,,2087.62,10.0,EA,208.76,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23049247881631937,-2404.3351216708184,71,4639158.54,13963.0,0,0,0
10000854,10,200300013250,B0003,,208.56,1.0,EA,208.56,2019-06-26,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23027165827712,-2406.736670502493,71,4639158.54,13963.0,0,0,0
10000855,10,200300013250,B0003,,208.56,1.0,EA,208.56,2019-06-27,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23027165827712,-2406.736670502493,71,4639158.54,13963.0,0,0,0
10000856,10,200300013250,B0003,,208.56,1.0,EA,208.56,2019-06-27,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.23027165827712,-2406.736670502493,71,4639158.54,13963.0,0,0,0
10000857,10,200300013250,B0003,,179.06,1.0,EA,179.06,2019-06-27,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19770062874521052,-2819.719647045683,71,4639158.54,13963.0,0,0,0
10000858,10,200300013250,B0003,,35750.5,200.0,EA,178.75,2019-06-27,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.19735835690945147,-2824.7832167832166,71,4639158.54,13963.0,0,0,0
10000859,10,200300013250,B0003,,2680.94,15.0,EA,178.73,2019-06-27,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.1973362748555315,-2825.110501874336,71,4639158.54,13963.0,0,0,0
10000860,10,200300013250,B0003,,200.0,10.0,EA,20.0,2019-06-27,1003790,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.022082053919938626,-26040.250000000004,8,31911933.29,6030.0,0,0,0
10000861,10,200300013250,B0003,,200.0,10.0,EA,20.0,2019-06-27,1003790,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,6,2,905.7128504672896,0.022082053919938626,-26040.250000000004,8,31911933.29,6030.0,0,0,0
10000862,10,200300073250,B0003,,178750.5,1000.0,EA,178.75,2019-06-27,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000863,10,200300073250,B0003,,89375.25,500.0,EA,178.75,2019-06-27,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000864,10,200300073250,B0003,,1787.62,10.0,EA,178.76,2019-06-27,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.2618252198646484,99.44059073618259,45,13358470.27,19633.0,0,0,0
10000865,10,200300073250,B0003,,3575.25,20.0,EA,178.76,2019-06-27,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.2618252198646484,99.44059073618259,45,13358470.27,19633.0,0,0,0
10000866,10,200300073250,B0003,,3575.25,20.0,EA,178.76,2019-06-27,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.2618252198646484,99.44059073618259,45,13358470.27,19633.0,0,0,0
10000867,10,200300073250,B0003,,3575.25,20.0,EA,178.76,2019-06-27,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.2618252198646484,99.44059073618259,45,13358470.27,19633.0,0,0,0
10000868,10,200300073250,B0003,,35750.5,200.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000869,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000870,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000871,10,200300073250,B0003,,178750.5,1000.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000872,10,200300073250,B0003,,89375.25,500.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000873,10,200300073250,B0003,,178750.5,1000.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000874,10,200300073250,B0003,,178750.5,1000.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000875,10,200300073250,B0003,,178750.5,1000.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000876,10,200300073250,B0003,,178750.5,1000.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000877,10,200300073250,B0003,,1787.62,10.0,EA,178.76,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.2618252198646484,99.44059073618259,45,13358470.27,19633.0,0,0,0
10000878,10,200300073250,B0003,,35750.5,200.0,EA,178.75,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26181057311929906,99.44055944055944,45,13358470.27,19633.0,0,0,0
10000879,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000880,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000881,10,200300073250,B0003,,1787.62,10.0,EA,178.76,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.2618252198646484,99.44059073618259,45,13358470.27,19633.0,0,0,0
10000882,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000037,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,71,4639158.54,13963.0,0,0,0
10000883,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000037,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,71,4639158.54,13963.0,0,0,0
10000884,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000037,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,71,4639158.54,13963.0,0,0,0
10000885,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000886,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000887,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000888,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000889,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000890,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000891,10,200300073250,B0003,,179.06,1.0,EA,179.06,2019-06-28,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.26226462222512836,99.44152797944822,45,13358470.27,19633.0,0,0,0
10000892,10,200300073250,B0003,,1966.69,11.0,EA,178.79,2019-06-29,1000144,,,1.0,1.0,1.0,0.0,0.0,2019,6,2,682.7455357142857,0.2618691601006964,99.44068460204709,45,13358470.27,19633.0,0,0,0
10000896,10,200300053300,B0003,,100815000.0,10000.0,EA,10081.5,2019-07-04,1000161,,,5245.14,5245.14,5245.14,50.0,267506.5,2019,7,3,169911.20808333333,0.05933393160888778,47.97262312155929,53,335198201.4,35312.0,0,0,0
10000898,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-08,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000899,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-08,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000900,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-08,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000901,10,200300013250,B0003,,173387.62,970.0,EA,178.75,2019-07-08,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19735835690945147,-2824.7832167832166,71,4639158.54,13963.0,0,0,0
10000902,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-08,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000903,10,200100023400,B0003,,1836.0,18.0,EA,102.0,2019-07-09,1003972,,,525782.0,525782.0,525782.0,0.0,0.0,2019,7,3,704578.8260869565,0.00014476733649019922,-515372.5490196079,48,19207665.5,156538.0,0,0,0
10000904,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-09,1000037,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,71,4639158.54,13963.0,0,0,0
10000905,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-10,1000022,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,86,128642942.61,20766.0,0,0,0
10000906,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-10,1000022,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,86,128642942.61,20766.0,0,0,0
10000908,10,200300013250,B0003,,1787.62,10.0,EA,178.76,2019-07-10,1000022,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19736939793641142,-2824.619601700604,86,128642942.61,20766.0,0,0,0
10000910,10,200300013250,B0003,,2144.75,12.0,EA,178.73,2019-07-10,1000022,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.1973362748555315,-2825.110501874336,86,128642942.61,20766.0,0,0,0
10000911,10,200300013250,B0003,,179.06,1.0,EA,179.06,2019-07-10,1000022,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,0.19770062874521052,-2819.719647045683,86,128642942.61,20766.0,0,0,0
10000912,10,200100453650,B0003,,2007.62,10.0,EA,200.76,2019-07-10,1000022,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,7,3,410.0697297297297,0.4895752732890517,-4034.2896991432553,86,128642942.61,20766.0,0,0,0
10000914,10,200100453650,B0003,,2007.62,10.0,EA,200.76,2019-07-10,1000022,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,7,3,410.0697297297297,0.4895752732890517,-4034.2896991432553,86,128642942.61,20766.0,0,0,0
10000915,10,200100453650,B0003,,2007.62,10.0,EA,200.76,2019-07-10,1000022,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,7,3,410.0697297297297,0.4895752732890517,-4034.2896991432553,86,128642942.61,20766.0,0,0,0
10000916,10,200100453650,B0003,,2007.62,10.0,EA,200.76,2019-07-10,1000022,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,7,3,410.0697297297297,0.4895752732890517,-4034.2896991432553,86,128642942.61,20766.0,0,0,0
10000918,10,200300013250,B0003,,6.67,2.0,EA,0.01,2019-07-29,1000179,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,1.1041026959969313e-05,-52280400.0,6,5446902.87,870.0,0,0,0
10000919,10,200300013250,B0003,,91.45,28.0,EA,0.01,2019-07-29,1000179,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,1.1041026959969313e-05,-52280400.0,6,5446902.87,870.0,0,0,0
10000920,10,200300013250,B0003,,364000.0,28.0,EA,13000.0,2019-07-29,1000179,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,14.353335047960107,59.784230769230774,6,5446902.87,870.0,0,0,0
10000921,10,200300013250,B0003,,13000000.0,1000.0,EA,13000.0,2019-07-30,1004271,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,7,3,905.7128504672896,14.353335047960107,59.784230769230774,2,26000000.0,2000.0,0,0,0
10000922,10,200100023400,B0003,,680.0,5.0,EA,136.0,2019-08-02,1004048,5.0,680.0,525782.0,525782.0,525782.0,0.0,0.0,2019,8,3,704578.8260869565,0.00019302311532026564,-386504.4117647059,36,10020144301.16,1000004196.0,2,0,0
10000923,10,200300053300,B0003,,396.0,2.0,EA,198.0,2019-08-09,1004263,2.0,396.0,5245.14,5245.14,5245.14,50.0,267506.5,2019,8,3,169911.20808333333,0.0011653145324167812,-2549.060606060606,6,223052.0,1414.0,0,0,0
10000924,10,200100013400,B0003,,4080.0,30.0,EA,40.0,2019-08-17,1003972,,,85307.66,77525.39,77525.39,41.0,3497614.06,2019,8,3,650416.6027443608,6.149904512157967e-05,-213169.15,48,19207665.5,156538.0,0,0,0
10000925,10,200100013450,B0003,,4.75,5.0,EA,0.95,2019-09-10,1000067,,,5217.04,5217.04,5217.04,0.0,0.0,2019,9,3,1524.9014473684213,0.0006229910802691217,-549062.1052631579,4,8404221.92,1210.0,0,0,0
10000927,10,200300013250,B0003,,19500.0,2.0,EA,30.0,2019-09-18,1000151,,,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,9,3,905.7128504672896,0.03312308087990794,-17326.833333333336,36,49191975.85,5496.0,0,0,0
10000928,10,200300013250,B0003,,19500.0,2.0,EA,30.0,2019-09-19,1000151,2.0,19500.0,5228.05,59047.0,59047.0,9469.0,49504450.83,2019,9,3,905.7128504672896,0.03312308087990794,-17326.833333333336,36,49191975.85,5496.0,0,0,0
10000929,10,200300013300,B0003,,1.9,2.0,EA,0.95,2019-09-24,1004134,,,5307.92,5307.92,5307.92,0.0,0.0,2019,9,3,2727.0462009803923,0.0003483622681780999,-558628.4210526316,7,18212049.57,3028.0,0,0,0
10000930,10,200100453650,B0003,,100.0,1.0,EA,100.0,2019-10-31,1000022,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,10,4,410.0697297297297,0.24386096497761092,-8200.0,86,128642942.61,20766.0,0,0,1
10000931,10,200100013450,B0003,,43124.75,5.0,EA,25.0,2019-11-06,1000151,3.0,25875.25,5217.04,5217.04,5217.04,0.0,0.0,2019,11,4,1524.9014473684213,0.01639450211234531,-20768.16,36,49191975.85,5496.0,0,0,1
10000932,10,200100453650,B0003,,100.0,1.0,EA,100.0,2019-11-07,1000022,,,8300.0,8300.0,8300.0,1.0,8300.0,2019,11,4,410.0697297297297,0.24386096497761092,-8200.0,86,128642942.61,20766.0,0,0,1
10000933,10,200100013450,B0003,,5175000.0,500.0,EA,30.0,2019-11-12,1000039,,,5217.04,5217.04,5217.04,0.0,0.0,2019,11,4,1524.9014473684213,0.01967340253481437,-17290.13333333333,4,119314861.0,12380.0,0,0,1
10000934,1000,200100013400,B0003,,58.11,17.0,EA,0.01,2019-11-26,1000221,17.0,58.11,85307.66,77525.39,77525.39,41.0,3497614.06,2019,11,4,650416.6027443608,1.5374761280394915e-08,-853076500.0,12,2485307.59,25.65,0,0,1
10000935,10,200100013400,B0003,,10.49,3.0,EA,0.01,2019-11-26,1000221,,,85307.66,77525.39,77525.39,41.0,3497614.06,2019,11,4,650416.6027443608,1.5374761280394915e-08,-853076500.0,12,2485307.59,25.65,0,0,1
10000936,10,200300073200,B0003,,680000.0,125.0,EA,17.0,2019-12-13,1000052,,,5510.5,553709.0,553709.0,652.0,3592864.24,2019,12,4,1249.8837837837837,0.013601264550001407,-32314.70588235294,347,1321162333.15,56487.0,0,0,1
10000936,20,200300073200,B0003,,1904000.0,350.0,EA,17.0,2019-12-13,1000052,,,5510.5,553709.0,553709.0,652.0,3592864.24,2019,12,4,1249.8837837837837,0.013601264550001407,-32314.70588235294,347,1321162333.15,56487.0,0,0,1
10000937,10,200100013400,B0003,,86250.5,10.0,EA,25.0,2019-12-16,1000206,,,85307.66,77525.39,77525.39,41.0,3497614.06,2019,12,4,650416.6027443608,3.843690320098729e-05,-341130.64,84,122351954.49,22285.0,0,0,1
10000938,10,200100013400,B0003,,1020000.0,100.0,EA,10200.0,2019-12-17,1000206,,,85307.66,77525.39,77525.39,41.0,3497614.06,2019,12,4,650416.6027443608,0.015682256506002815,-736.3496078431373,84,122351954.49,22285.0,0,0,1
10000940,10,200300053300,B0003,,990000.0,100.0,EA,30.0,2020-01-14,1000151,,,5245.14,5245.14,5245.14,50.0,267506.5,2020,1,1,169911.20808333333,0.00017656280794193656,-17383.800000000003,36,49191975.85,5496.0,0,0,1
10000942,10,200300053300,B0003,,1200.0,1.0,EA,1200.0,2020-01-15,1000122,,,5245.14,5245.14,5245.14,50.0,267506.5,2020,1,1,169911.20808333333,0.007062512317677462,-337.095,10,154172603.0,26201.0,0,0,1
10000944,10,200300053300,B0003,,27061650.5,4620.0,EA,17.75,2020-01-15,1000122,,,5245.14,5245.14,5245.14,50.0,267506.5,2020,1,1,169911.20808333333,0.00010446632803231245,-29450.084507042255,10,154172603.0,26201.0,0,0,1
