Sales document,Created on,Sales Document Type,Sales Organization,Distribution Channel,Division,Sold-to Party
10000510.0,2019-04-09,ZTY1,IN01,DT,CD,1000052
10000511.0,2019-04-09,ZRP1,IN01,DI,CD,1000132
10000512.0,2019-04-09,ZTY1,IN01,DT,CD,1000187
10000513.0,2019-04-09,ZTY1,IN01,DT,CD,1000203
10000514.0,2019-04-09,ZTY1,IN01,DT,CD,1003795
10000515.0,2019-04-09,ZTY2,IN01,DI,CD,1003724
10000516.0,2019-04-09,ZOR,IN01,DI,CD,1004078
10000517.0,2019-04-10,ZTY1,IN01,DT,CD,1000167
10000518.0,2019-04-10,ZTY1,IN01,DT,CD,1000052
10000519.0,2019-04-10,ZOR,IN01,DT,CD,1000052
10000521.0,2019-04-10,ZSO5,IN02,SD,CD,1000220
10000522.0,2019-04-10,ZTY1,IN01,DT,CD,1000016
10000523.0,2019-04-10,ZTY1,IN01,DT,CD,1000052
10000524.0,2019-04-10,ZSO4,IN02,SD,CD,1000220
10000525.0,2019-04-10,ZSO5,IN02,SD,CD,1000220
10000526.0,2019-04-10,ZTY1,IN01,DT,CD,1000022
10000527.0,2019-04-10,ZTY1,IN01,DT,CD,1000161
10000528.0,2019-04-10,ZSM1,IN01,EX,CD,1003800
10000529.0,2019-04-10,ZTY1,IN01,DT,CD,1000203
10000530.0,2019-04-10,ZTPS,IN01,DI,CD,1000197
10000532.0,2019-04-10,ZTY3,IN01,DI,CD,1000044
10000533.0,2019-04-11,ZTY1,IN01,DT,CD,1000161
10000535.0,2019-04-11,ZSO4,IN03,SD,CD,1000127
10000536.0,2019-04-11,ZSO5,IN03,SD,CD,1000127
10000538.0,2019-04-11,ZTY2,IN01,DI,CD,1004031
10000539.0,2019-04-11,ZRP1,IN01,DI,CD,1004013
10000540.0,2019-04-11,ZRP1,IN01,DI,CD,1000184
10000541.0,2019-04-11,ZRP1,IN01,DI,CD,1000040
10000542.0,2019-04-11,ZEX3,IN01,EX,CD,1003813
10000543.0,2019-04-11,ZSS1,IN01,DI,CD,1000126
10000544.0,2019-04-11,ZSS1,IN01,DI,CD,1000121
10000545.0,2019-04-11,ZEX3,IN01,EX,CD,1003924
10000546.0,2019-04-12,ZTY1,IN01,DT,CD,1000023
10000547.0,2019-04-12,ZTY2,IN01,DI,CD,1003724
10000548.0,2019-04-12,ZTY1,IN01,DT,CD,1000161
10000549.0,2019-04-12,ZTY2,IN01,DI,CD,1003760
10000550.0,2019-04-12,ZSM1,IN01,EX,CD,1004050
10000551.0,2019-04-12,ZTY1,IN01,DT,CD,1000203
10000552.0,2019-04-12,ZTY1,IN01,DT,CD,1000203
10000553.0,2019-04-12,ZTY1,IN01,DT,CD,1000022
10000554.0,2019-04-12,ZTY1,IN01,DT,CD,1003795
10000555.0,2019-04-12,ZTY1,IN01,DT,CD,1000052
10000556.0,2019-04-12,ZSM1,IN01,EX,CD,1003566
10000557.0,2019-04-15,ZTY2,IN01,DI,CD,1000150
10000558.0,2019-04-15,ZTY2,IN01,DI,CD,1004098
10000559.0,2019-04-15,ZTY1,IN01,DT,CD,1000023
10000561.0,2019-04-15,ZTY1,IN01,DT,CD,1000022
10000562.0,2019-04-15,ZTY3,IN01,DI,CD,1004090
10000563.0,2019-04-15,ZTY1,IN01,DT,CD,1000083
10000564.0,2019-04-15,ZTY1,IN01,DT,CD,1000161
10000565.0,2019-04-16,ZTY2,IN01,DI,CD,1000147
10000566.0,2019-04-16,ZTY2,IN01,DI,CD,1003929
10000567.0,2019-04-16,ZTY2,IN01,DI,CD,1004134
10000569.0,2019-04-16,ZTY3,IN01,DI,CD,1000032
10000570.0,2019-04-16,ZSS1,IN01,DI,CD,1003566
10000571.0,2019-04-16,ZTY3,IN01,DI,CD,1003368
10000572.0,2019-04-16,ZTY1,IN01,DT,CD,1000052
10000573.0,2019-04-16,ZTY2,IN01,DI,CD,1000000
10000574.0,2019-04-16,ZTY1,IN01,DT,CD,1000203
10000575.0,2019-04-16,ZTY1,IN01,DT,CD,1000203
10000576.0,2019-04-16,ZEX3,IN01,EX,CD,1003563
10000577.0,2019-04-16,ZTY1,IN01,DT,CD,1000036
10000578.0,2019-04-16,ZTY1,IN01,DT,CD,1003795
10000579.0,2019-04-16,ZOR,IN01,DT,CD,1000022
10000580.0,2019-04-16,ZTY1,IN01,DT,CD,1000203
10000581.0,2019-04-16,ZTY2,IN01,DI,CD,1000145
10000582.0,2019-04-16,ZTY2,IN01,DI,CD,1000154
10000583.0,2019-04-16,ZTY1,IN01,DT,CD,1000206
10000584.0,2019-04-16,ZTY1,IN01,DT,CD,1000052
10000585.0,2019-04-17,ZTY1,IN01,DT,CD,1000023
10000586.0,2019-04-17,ZTY2,IN01,DI,CD,1003817
10000587.0,2019-04-17,ZTY2,IN01,DI,CD,1003911
10000588.0,2019-04-17,ZTY2,IN01,DI,CD,1000131
10000589.0,2019-04-17,ZTY2,IN01,DI,CD,1004135
10000590.0,2019-04-17,ZTY2,IN01,DI,CD,1004144
10000591.0,2019-04-17,ZTY2,IN01,DI,CD,1000134
10000592.0,2019-04-17,ZTY2,IN01,DI,CD,1000148
10000593.0,2019-04-17,ZTY2,IN01,DI,CD,1003911
10000594.0,2019-04-17,ZTY2,IN01,DI,CD,1000151
10000595.0,2019-04-17,ZUS3,US01,DI,CD,1003972
10000596.0,2019-04-17,ZUS3,US01,DI,CD,1003972
10000597.0,2019-04-17,ZTY1,IN01,DT,CD,1000052
10000598.0,2019-04-17,ZTY2,IN01,DI,CD,1000137
10000599.0,2019-04-18,ZTY1,IN01,DT,CD,1000016
10000600.0,2019-04-18,ZTY1,IN01,DT,CD,1000022
10000601.0,2019-04-18,ZTY1,IN01,DT,CD,1000022
10000602.0,2019-04-18,ZTY2,IN01,DI,CD,1004143
10000603.0,2019-04-18,ZTY1,IN01,DT,CD,1000203
10000604.0,2019-04-18,ZTY1,IN01,DT,CD,1000052
10000605.0,2019-04-18,ZTY1,IN01,DT,CD,1000203
10000606.0,2019-04-18,ZRP1,IN03,SD,CD,1000316
10000607.0,2019-04-18,ZTY1,IN01,DT,CD,1000022
10000608.0,2019-04-18,ZTY2,IN01,DI,CD,1000013
10000609.0,2019-04-18,ZTY2,IN01,DI,CD,1004099
10000610.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000611.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000612.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000613.0,2019-04-18,ZSO4,IN02,SD,CD,1000220
10000614.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000615.0,2019-04-18,ZSO5,IN02,SD,CD,1000220
10000616.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000617.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000618.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000619.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000620.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000621.0,2019-04-18,ZUS3,US01,DI,CD,1003972
10000623.0,2019-04-18,ZOR,IN01,DI,CD,1003373
10000624.0,2019-04-18,ZOR,IN01,DI,CD,1000044
10000625.0,2019-04-19,ZTY1,IN01,DT,CD,1000036
10000626.0,2019-04-19,ZTY1,IN01,DT,CD,1003567
10000627.0,2019-04-19,ZTY2,IN01,DI,CD,1003760
10000628.0,2019-04-19,ZTY3,IN01,DI,CD,1003373
10000629.0,2019-04-19,ZTY3,IN01,DI,CD,1000045
10000630.0,2019-04-19,ZTY3,IN01,DI,CD,1000040
10000631.0,2019-04-19,ZTY3,IN01,DI,CD,1000051
10000632.0,2019-04-19,ZTY2,IN01,DI,CD,1000178
10000633.0,2019-04-19,ZTY3,IN01,DI,CD,1004090
10000634.0,2019-04-19,ZTY2,IN01,DI,CD,1000133
10000635.0,2019-04-19,ZUS3,US01,DI,CD,1003972
10000636.0,2019-04-19,ZUS3,US01,DI,CD,1003972
10000637.0,2019-04-19,ZUS3,US01,DI,CD,1003972
10000640.0,2019-04-20,ZTY3,IN01,DI,CD,1003790
10000641.0,2019-04-20,ZTY3,IN01,DI,CD,1000047
10000642.0,2019-04-20,ZTY3,IN01,DI,CD,1000044
10000643.0,2019-04-20,ZTY3,IN01,DI,CD,1000050
10000644.0,2019-04-20,ZSO1,IN02,SD,CD,1000216
10000645.0,2019-04-20,ZSO4,IN03,SD,CD,1000127
10000646.0,2019-04-20,ZSO5,IN03,SD,CD,1000127
10000647.0,2019-04-20,ZTY2,IN01,DI,CD,1004100
10000649.0,2019-04-20,ZTY1,IN01,DT,CD,1004179
10000650.0,2019-04-20,ZSS1,IN01,DI,CD,PL1002
10000651.0,2019-04-20,ZTY1,IN01,DT,CD,1000167
10000652.0,2019-04-20,ZTY2,IN01,DI,CD,1000135
10000653.0,2019-04-20,ZSO3,IN03,SD,CD,1000315
10000654.0,2019-04-20,ZSO5,IN03,SD,CD,1000315
10000655.0,2019-04-20,ZUS3,US01,DI,CD,1003972
10000656.0,2019-04-20,ZUS3,US01,DI,CD,1003972
10000657.0,2019-04-20,ZUS3,US01,DI,CD,1003972
10000658.0,2019-04-20,ZUS3,US01,DI,CD,1003972
10000660.0,2019-04-20,ZTY2,IN01,DI,CD,1000048
10000661.0,2019-04-20,ZTY1,IN01,DT,CD,1000203
10000662.0,2019-04-20,ZTY1,IN01,DT,CD,1000187
10000663.0,2019-04-22,ZTY3,IN01,DI,CD,1004146
10000664.0,2019-04-22,ZTY3,IN01,DI,CD,1004172
10000665.0,2019-04-22,ZTY3,IN01,DI,CD,1004167
10000666.0,2019-04-22,ZTY2,IN01,DI,CD,1003722
10000667.0,2019-04-22,ZTY1,IN01,DT,CD,1000022
10000669.0,2019-04-22,ZTY1,IN01,DT,CD,1000036
10000670.0,2019-04-22,ZTY2,IN01,DI,CD,1003826
10000671.0,2019-04-22,ZTY3,IN01,DI,CD,1004175
10000672.0,2019-04-22,ZUS3,US01,DI,CD,1004028
10000673.0,2019-04-22,ZUS3,US01,DI,CD,1004049
10000674.0,2019-04-22,ZUS3,US01,DI,CD,1004049
10000675.0,2019-04-22,ZUS3,US01,DI,CD,1004061
10000676.0,2019-04-22,ZUS3,US01,DI,CD,1004082
10000677.0,2019-04-22,ZUS3,US01,DI,CD,1004028
10000678.0,2019-04-22,ZTY2,IN01,DI,CD,1003929
10000679.0,2019-04-22,ZTY1,IN01,DT,CD,1003795
10000680.0,2019-04-22,ZTY1,IN01,DT,CD,1000033
10000681.0,2019-04-22,ZTY1,IN01,DT,CD,1000052
10000682.0,2019-04-22,ZTY1,IN01,DT,CD,1000052
10000683.0,2019-04-22,ZTY1,IN01,DT,CD,1000203
10000684.0,2019-04-22,ZTY1,IN01,DT,CD,1000203
10000685.0,2019-04-22,ZSS1,IN01,DI,CD,PL1002
10000686.0,2019-04-22,ZTY2,IN01,DI,CD,1004185
10000689.0,2019-04-22,ZTY1,IN01,DT,CD,1000083
10000690.0,2019-04-23,ZRP1,IN01,DI,CD,1003937
10000692.0,2019-04-23,ZTY1,IN01,DT,CD,1000016
10000693.0,2019-04-23,ZTY1,IN01,DT,CD,1000022
10000694.0,2019-04-23,ZET1,IN01,DI,CD,1004014
10000695.0,2019-04-23,ZTY1,IN01,DT,CD,1004179
10000696.0,2019-04-23,ZTY2,IN01,DI,CD,1003898
10000697.0,2019-04-23,ZTY1,IN01,DT,CD,1000161
10000698.0,2019-04-23,ZUS3,US01,DI,CD,1004022
10000699.0,2019-04-23,ZUS3,US01,DI,CD,1004022
10000700.0,2019-04-23,ZUS3,US01,DI,CD,1004058
10000701.0,2019-04-23,ZTY2,IN01,DI,CD,1000163
10000702.0,2019-04-23,ZTY2,IN01,DI,CD,1004200
10000703.0,2019-04-23,ZTY1,IN01,DT,CD,1000022
10000704.0,2019-04-23,ZTY1,IN01,DT,CD,1000206
10000705.0,2019-04-24,ZSO4,IN02,SD,CD,1000218
10000706.0,2019-04-24,ZSO5,IN02,SD,CD,1000218
10000707.0,2019-04-24,ZSO5,IN02,SD,CD,1000218
10000708.0,2019-04-24,ZSO5,IN02,SD,CD,1000218
10000709.0,2019-04-24,ZSO2,IN02,SD,CD,1000216
10000710.0,2019-04-24,ZTY2,IN01,DI,CD,1004193
10000711.0,2019-04-24,ZTY1,IN01,DT,CD,1000052
10000712.0,2019-04-24,ZTY1,IN01,DT,CD,1000052
10000713.0,2019-04-24,ZTY1,IN01,DT,CD,1000161
10000714.0,2019-04-24,ZSO2,IN02,SD,CD,1000216
10000715.0,2019-04-24,ZTY3,IN01,DI,CD,1000067
10000716.0,2019-04-24,ZTY1,IN01,DT,CD,1000036
10000717.0,2019-04-24,ZSO2,IN02,SD,CD,1000216
10000718.0,2019-04-24,ZSO1,IN02,SD,CD,1000216
10000719.0,2019-04-24,ZTY2,IN01,DI,CD,1004036
10000720.0,2019-04-24,ZSS1,IN01,DI,CD,PL1002
10000721.0,2019-04-24,ZTY1,IN01,DT,CD,1000083
10000722.0,2019-04-24,ZSM1,IN01,EX,CD,1004212
10000723.0,2019-04-24,ZTY1,IN01,DT,CD,1000052
10000724.0,2019-04-24,ZTY2,IN01,DI,CD,1004211
10000725.0,2019-04-24,ZUS3,US01,DI,CD,1004063
10000726.0,2019-04-24,ZUS3,US01,DI,CD,1004062
10000727.0,2019-04-24,ZOR,IN01,DT,CD,1000006
10000728.0,2019-04-24,ZOR,IN01,DT,CD,1000023
10000729.0,2019-04-24,ZUS3,US01,DI,CD,1004048
10000730.0,2019-04-24,ZTY1,IN01,DT,CD,1000167
10000731.0,2019-04-24,ZSCR,IN01,DI,CD,1000012
10000732.0,2019-04-25,ZSO2,IN02,SD,CD,1000216
10000733.0,2019-04-25,ZTY1,IN01,DT,CD,1000023
10000734.0,2019-04-25,ZSO2,IN02,SD,CD,1000216
10000735.0,2019-04-25,ZSO1,IN02,SD,CD,1000216
10000736.0,2019-04-25,ZOR,IN01,DT,CD,1000161
10000737.0,2019-04-25,ZSO4,IN02,SD,CD,1000221
10000738.0,2019-04-25,ZSO5,IN02,SD,CD,1000221
10000739.0,2019-04-25,ZTY2,IN01,DI,CD,1000154
10000740.0,2019-04-25,ZTY1,IN01,DT,CD,1000006
10000741.0,2019-04-25,ZTY2,IN01,DI,CD,1000148
10000742.0,2019-04-25,ZTY2,IN01,DI,CD,1000148
10000743.0,2019-04-25,ZTY2,IN01,DI,CD,1003559
10000744.0,2019-04-25,ZTY1,IN01,DT,CD,1004179
10000745.0,2019-04-25,ZTY2,IN01,DI,CD,1004210
10000746.0,2019-04-25,ZTY1,IN01,DT,CD,1000052
10000747.0,2019-04-25,ZTY1,IN01,DT,CD,1000187
10000748.0,2019-04-25,ZTY1,IN01,DT,CD,1000036
10000749.0,2019-04-25,ZTPS,IN01,DI,CD,1004226
10000750.0,2019-04-25,ZTY1,IN01,DT,CD,1000203
10000751.0,2019-04-25,ZTY1,IN01,DT,CD,1000203
10000752.0,2019-04-26,ZTY1,IN01,DT,CD,1000016
10000753.0,2019-04-26,ZTY2,IN01,DI,CD,1004134
10000754.0,2019-04-26,ZTY1,IN01,DT,CD,1000161
10000755.0,2019-04-26,ZTY2,IN01,DI,CD,1004219
10000756.0,2019-04-26,ZTY1,IN01,DT,CD,1000022
10000757.0,2019-04-26,ZTY1,IN01,DT,CD,1000022
10000758.0,2019-04-26,ZSO4,IN02,SD,CD,1000220
10000759.0,2019-04-26,ZSO5,IN02,SD,CD,1000220
10000760.0,2019-04-26,ZTY1,IN01,DT,CD,1003795
10000761.0,2019-04-26,ZTY1,IN01,DT,CD,1000161
10000762.0,2019-04-26,ZTY1,IN01,DT,CD,1000036
10000763.0,2019-04-26,ZTY1,IN01,DT,CD,1000052
10000764.0,2019-04-26,ZSCR,IN01,DI,CD,1004203
10000765.0,2019-04-26,ZTY1,IN01,DT,CD,1000022
10000766.0,2019-04-27,ZTY2,IN01,DI,CD,1004134
10000767.0,2019-04-29,ZTY1,IN01,DT,CD,1000036
10000768.0,2019-04-29,ZSS1,IN01,DI,CD,1000121
10000769.0,2019-04-29,ZTY1,IN01,DT,CD,1000203
10000770.0,2019-04-29,ZTY2,IN01,DI,CD,1004236
10000771.0,2019-04-29,ZSS1,IN01,DI,CD,PL1002
10000772.0,2019-04-29,ZSOR,IN01,EX,CD,1003566
10000773.0,2019-04-29,ZTY1,IN01,DT,CD,1000052
10000774.0,2019-04-30,ZTY2,IN01,DI,CD,1004134
10000775.0,2019-04-30,ZTY2,IN01,DI,CD,1000185
10000776.0,2019-04-30,ZEX3,IN01,EX,CD,1004148
10000777.0,2019-04-30,ZTY2,IN01,DI,CD,1000182
10000778.0,2019-04-30,ZTY1,IN01,DT,CD,1000023
10000779.0,2019-04-30,ZTY1,IN01,DT,CD,1000023
10000780.0,2019-04-30,ZTY1,IN01,DT,CD,1000023
10000781.0,2019-04-30,ZSM1,IN01,EX,CD,1003566
10000782.0,2019-04-30,ZTY1,IN01,DT,CD,1000206
10000783.0,2019-04-30,ZTY1,IN01,DT,CD,1000161
10000784.0,2019-04-30,ZTY2,IN01,DI,CD,1003560
10000785.0,2019-04-30,ZTY2,IN01,DI,CD,1003560
10000786.0,2019-04-30,ZTY2,IN01,DI,CD,1003792
10000787.0,2019-04-30,ZTY1,IN01,DT,CD,1000161
10000788.0,2019-04-30,ZTY2,IN01,DI,CD,1000051
10000790.0,2019-05-16,ZTY3,IN01,DI,CD,1004167
10000792.0,2019-05-07,ZSS1,IN01,DI,CD,PL1002
10000794.0,2019-05-16,ZUS3,US01,DI,CD,1003972
10000795.0,2019-05-14,ZTY1,IN01,DI,CD,1003371
10000796.0,2019-05-21,ZTY3,IN01,DI,CD,1003566
10000797.0,2019-05-21,ZUS3,US01,DI,CD,1004048
10000799.0,2019-05-16,ZTY3,IN01,DI,CD,1004167
10000800.0,2019-05-17,ZTY3,IN01,DI,CD,1004167
10000801.0,2019-05-21,ZUS3,US01,DI,CD,1004048
10000803.0,2019-05-23,ZTY1,IN01,DI,CD,1003566
10000805.0,2021-03-09,ZSO3,IN02,SD,CD,1004145
10000811.0,2019-05-27,ZTY1,IN01,DI,CD,1003566
10000812.0,2019-05-27,ZTY1,IN01,DI,CD,1003566
10000813.0,2019-06-12,ZSOR,IN01,DT,CD,1000115
10000814.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000820.0,2019-06-11,ZOR,IN01,DI,CD,1000125
10000821.0,2019-06-11,ZSOR,IN01,DT,CD,1000115
10000822.0,2019-06-12,ZSOR,IN01,DT,CD,1000115
10000823.0,2019-06-12,ZSOR,IN01,DT,CD,1000115
10000824.0,2019-06-19,ZOR,IN01,DI,CD,1000125
10000825.0,2019-06-19,ZRP1,IN01,DI,CD,1000125
10000826.0,2019-06-19,ZRP1,IN01,DI,CD,1000125
10000827.0,2019-06-21,ZTY3,IN01,DI,CD,1000011
10000828.0,2019-06-21,ZTY3,IN01,DI,CD,1000037
10000829.0,2019-06-24,ZRND,IN06,SD,CD,1000174
10000831.0,2019-06-24,ZTY3,IN01,DI,CD,1000037
10000832.0,2019-06-24,ZTY3,IN01,DI,CD,1000037
10000833.0,2019-06-24,ZTY3,IN01,DI,CD,1000037
10000834.0,2019-06-24,ZTY3,IN01,DI,CD,1000037
10000835.0,2019-06-25,ZTY3,IN01,DI,CD,1000037
10000836.0,2019-06-25,ZTY3,IN01,DI,CD,1000037
10000837.0,2019-06-25,ZTY3,IN01,DI,CD,1000037
10000838.0,2019-06-25,ZTY3,IN01,DI,CD,1000037
10000839.0,2019-06-25,ZTY3,IN01,DI,CD,1000037
10000840.0,2019-06-25,ZTY3,IN01,DI,CD,1000037
10000841.0,2019-06-25,ZTY3,IN01,DI,CD,1000037
10000842.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000843.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000844.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000845.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000846.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000847.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000849.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000850.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000851.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000852.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000853.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000854.0,2019-06-26,ZTY3,IN01,DI,CD,1000037
10000855.0,2019-06-27,ZTY3,IN01,DI,CD,1000037
10000856.0,2019-06-27,ZTY3,IN01,DI,CD,1000037
10000857.0,2019-06-27,ZTY3,IN01,DI,CD,1000037
10000858.0,2019-06-27,ZTY3,IN01,DI,CD,1000037
10000859.0,2019-06-27,ZTY3,IN01,DI,CD,1000037
10000860.0,2019-06-27,ZTY3,IN01,DI,CD,1003790
10000861.0,2019-06-27,ZTY3,IN01,DI,CD,1003790
10000862.0,2019-06-27,ZTY3,IN01,DI,CD,1000144
10000863.0,2019-06-27,ZTY3,IN01,DI,CD,1000144
10000864.0,2019-06-27,ZTY3,IN01,DI,CD,1000144
10000865.0,2019-06-27,ZTY3,IN01,DI,CD,1000144
10000866.0,2019-06-27,ZTY3,IN01,DI,CD,1000144
10000867.0,2019-06-27,ZTY3,IN01,DI,CD,1000144
10000868.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000869.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000870.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000871.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000872.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000873.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000874.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000875.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000876.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000877.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000878.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000879.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000880.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000881.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000882.0,2019-06-28,ZTY3,IN01,DI,CD,1000037
10000883.0,2019-06-28,ZTY3,IN01,DI,CD,1000037
10000884.0,2019-06-28,ZTY3,IN01,DI,CD,1000037
10000885.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000886.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000887.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000888.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000889.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000890.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000891.0,2019-06-28,ZTY3,IN01,DI,CD,1000144
10000892.0,2019-06-29,ZTY3,IN01,DI,CD,1000144
10000893.0,2019-07-01,ZTY3,IN01,DI,CD,1000161
10000894.0,2019-07-01,ZTY3,IN01,DI,CD,1000161
10000895.0,2019-07-01,ZTY3,IN01,DI,CD,1000161
10000896.0,2019-07-04,ZTY2,IN01,DI,CD,1000161
10000898.0,2019-07-08,ZTY3,IN01,DI,CD,1000037
10000899.0,2019-07-08,ZTY3,IN01,DI,CD,1000037
10000900.0,2019-07-08,ZTY3,IN01,DI,CD,1000037
10000901.0,2019-07-08,ZTY3,IN01,DI,CD,1000037
10000902.0,2019-07-08,ZTY3,IN01,DI,CD,1000037
10000903.0,2019-07-09,ZUS2,US01,DI,CD,1003972
10000904.0,2019-07-09,ZTY3,IN01,DI,CD,1000037
10000905.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000906.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000908.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000910.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000911.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000912.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000914.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000915.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000916.0,2019-07-10,ZTY3,IN01,DI,CD,1000022
10000917.0,2019-07-16,ZCSR,IN01,DI,CD,1000161
10000918.0,2019-07-29,ZRP1,IN01,DI,CD,1000179
10000919.0,2019-07-29,ZRP1,IN01,DI,CD,1000179
10000920.0,2019-07-29,ZTY1,IN01,DI,CD,1000179
10000921.0,2019-07-30,ZTY3,IN01,DT,CD,1004271
10000922.0,2019-08-02,ZUS1,US01,DI,CD,1004048
10000923.0,2019-08-09,ZDE1,DE01,DI,CD,1004263
10000924.0,2019-08-17,ZUS3,US01,DI,CD,1003972
10000925.0,2019-09-10,ZRP1,IN01,DI,CD,1000067
10000927.0,2019-09-18,ZTY2,IN01,DI,CD,1000151
10000928.0,2019-09-19,ZTY2,IN01,DI,CD,1000151
10000929.0,2019-09-24,ZRP1,IN01,DI,CD,1004134
10000930.0,2019-10-31,ZTY3,IN01,DI,CD,1000022
10000931.0,2019-11-06,ZTY1,IN01,DI,CD,1000151
10000932.0,2019-11-07,ZTY3,IN01,DI,CD,1000022
10000933.0,2019-11-12,ZTY3,IN01,DI,CD,1000039
10000934.0,2019-11-26,ZRND,IN02,SD,CD,1000221
10000935.0,2019-11-26,ZET1,IN06,SD,CD,1000221
10000936.0,2019-12-13,ZRP1,IN01,DI,CD,1000052
10000937.0,2019-12-16,ZTY3,IN01,DI,CD,1000206
10000938.0,2019-12-17,ZTY3,IN01,DI,CD,1000206
10000939.0,2020-01-09,ZSS1,IN01,DI,CD,1003566
10000940.0,2020-01-14,ZTY1,IN01,DI,CD,1000151
10000942.0,2020-01-15,ZTY3,IN01,DI,CD,1000122
10000944.0,2020-01-15,ZTY3,IN01,DI,CD,1000122
10000945.0,2020-01-15,ZSO3,IN03,SD,CD,1000315
10000946.0,2020-01-21,ZTY3,IN01,DI,CD,1000053
10000947.0,2020-01-21,ZTY3,IN01,DI,CD,1000122
10000948.0,2020-01-21,ZDE1,DE01,DI,CD,1004263
10000949.0,2020-01-22,ZTY3,IN01,DI,CD,1000053
10000950.0,2020-01-22,ZTY3,IN01,DI,CD,1000053
10000951.0,2020-01-22,ZTY1,IN01,DI,CD,1000151
10000952.0,2020-01-22,ZTY1,IN01,DI,CD,1000151
10000953.0,2020-01-22,ZTY3,IN01,DI,CD,1000053
10000954.0,2020-01-22,ZTY3,IN01,DI,CD,1000151
10000955.0,2020-01-22,ZTY3,IN01,DI,CD,1000053
10000956.0,2020-01-22,ZTY3,IN01,DI,CD,1000053
10000957.0,2020-02-12,ZTY3,IN01,DI,CD,1000031
10000958.0,2020-02-12,ZTY3,IN01,DI,CD,1000031
10000959.0,2020-02-12,ZTY3,IN01,DI,CD,1000046
10000960.0,2020-02-17,ZSO3,IN02,SD,CD,1004145
10000961.0,2020-02-17,ZSO3,IN02,SD,CD,1004145
10000963.0,2020-02-28,ZSO5,IN02,SD,CD,1004145
10000964.0,2020-02-28,ZSO3,IN02,SD,CD,1004145
10000965.0,2020-02-28,ZSO5,IN02,SD,CD,1004145
10000966.0,2020-02-28,ZEX1,IN01,EX,CD,1004038
10000967.0,2020-03-02,ZPSB,IN05,SD,CD,1001465
10000968.0,2020-03-02,ZPSB,IN05,SD,CD,1001465
10000969.0,2020-03-02,ZPSB,IN05,SD,CD,1001465
10000970.0,2020-03-02,ZPSB,IN05,SD,CD,1001465
10000971.0,2020-03-04,ZTY3,IN01,DI,CD,1000151
10000976.0,2020-03-12,ZTY1,IN01,DI,CD,1000206
10000979.0,2020-03-12,ZTY3,IN01,DI,CD,1000206
10000980.0,2020-03-12,ZTY3,IN01,DI,CD,1000206
